maintenance_id,train_id,maintenance_type,start_date,end_date,duration_days,cost,technician_employee_id,status,workshop_station_id,notes
MNT00223,TR0150,Engine Overhaul,2023-01-06,2023-01-28,22,433218.43,EMP0264,Completed,ST059,Routine check completed
MNT00224,TR0138,Wheel Replacement,2023-04-22,2023-05-03,11,35375.3,EMP0015,Completed,ST064,Parts replaced
MNT00225,TR0013,Electrical Check,2023-12-08,2023-12-30,22,424047.6,EMP0014,Cancelled,ST058,Parts replaced
MNT00226,TR0100,Engine Overhaul,2024-10-18,2024-11-13,26,54508.17,EMP0350,Completed,ST053,Routine check completed
MNT00227,TR0142,Pantry Car Cleaning,2024-01-01,2024-01-24,23,163872.91,EMP0201,Scheduled,ST072,Routine check completed
MNT00228,TR0012,Brake Inspection,2024-01-22,2024-02-13,22,212663.98,EMP0432,Completed,ST058,All systems OK
MNT00229,TR0168,Electrical Check,2023-11-15,2023-12-06,21,26230.98,EMP0285,Completed,ST049,All systems OK
MNT00230,TR0071,Signaling Equipment,2024-01-20,2024-02-17,28,51251.21,EMP0180,Scheduled,ST001,All systems OK
MNT00231,TR0148,Electrical Check,2024-06-10,2024-06-27,17,230381.69,EMP0235,Completed,ST033,Routine check completed
MNT00232,TR0121,Safety Audit,2023-02-02,2023-02-24,22,37341.37,EMP0450,Completed,ST032,Critical issue found
MNT00233,TR0181,Pantry Car Cleaning,2023-02-25,2023-03-18,21,66718.27,EMP0426,Completed,ST006,Critical issue found
MNT00234,TR0147,Interior Refurbishment,2023-08-10,2023-09-02,23,409798.63,EMP0462,Completed,ST002,All systems OK
MNT00235,TR0136,AC Servicing,2023-07-23,2023-07-27,4,204824.99,EMP0298,Completed,ST075,Parts replaced
MNT00236,TR0200,Scheduled Service,2023-04-16,2023-04-20,4,10074.13,EMP0095,Completed,ST065,Parts replaced
MNT00237,TR0016,Signaling Equipment,2024-10-08,2024-10-18,10,107268.75,EMP0006,Completed,ST028,Awaiting spare parts
MNT00238,TR0055,AC Servicing,2023-11-03,2023-11-22,19,311440.3,EMP0281,Scheduled,ST005,Routine check completed
MNT00239,TR0022,Interior Refurbishment,2023-11-19,2023-11-28,9,51037.74,EMP0042,In Progress,ST053,Awaiting spare parts
MNT00240,TR0150,Safety Audit,2023-06-07,2023-06-21,14,390629.85,EMP0222,Cancelled,ST068,Awaiting spare parts
MNT00241,TR0149,Pantry Car Cleaning,2023-06-29,2023-07-03,4,382165.57,EMP0209,Completed,ST043,Parts replaced
MNT00242,TR0101,Pantry Car Cleaning,2023-12-09,2023-12-22,13,352716.35,EMP0315,Completed,ST026,Critical issue found
MNT00243,TR0181,Safety Audit,2023-09-14,2023-09-17,3,427191.5,EMP0139,Completed,ST074,Routine check completed
MNT00244,TR0037,Scheduled Service,2023-10-16,2023-11-03,18,101088.12,EMP0009,Deferred,ST039,Routine check completed
MNT00245,TR0086,Engine Overhaul,2023-01-05,2023-01-08,3,99887.12,EMP0200,Completed,ST019,Critical issue found
MNT00246,TR0163,Electrical Check,2024-08-27,2024-09-11,15,231419.69,EMP0416,Scheduled,ST067,Critical issue found
MNT00247,TR0013,Interior Refurbishment,2024-03-08,2024-04-04,27,468562.36,EMP0495,In Progress,ST007,Parts replaced
MNT00248,TR0006,Electrical Check,2024-06-27,2024-07-05,8,209573.62,EMP0072,Completed,ST049,All systems OK
MNT00249,TR0021,Interior Refurbishment,2024-05-17,2024-06-09,23,277469.12,EMP0481,Completed,ST041,Routine check completed
MNT00250,TR0066,Signaling Equipment,2023-10-18,2023-10-28,10,207177.1,EMP0097,In Progress,ST031,Critical issue found
MNT00251,TR0178,Safety Audit,2023-06-11,2023-06-25,14,115314.5,EMP0119,Scheduled,ST047,All systems OK
MNT00252,TR0187,Safety Audit,2023-10-10,2023-11-08,29,257456.22,EMP0420,Completed,ST009,Routine check completed
MNT00253,TR0028,Safety Audit,2024-01-18,2024-02-04,17,448715.04,EMP0050,Completed,ST037,All systems OK
MNT00254,TR0008,Wheel Replacement,2023-08-01,2023-08-04,3,105507.03,EMP0201,Cancelled,ST052,All systems OK
MNT00255,TR0073,Scheduled Service,2023-06-24,2023-07-15,21,368006.74,EMP0302,Completed,ST021,Critical issue found
MNT00256,TR0057,Engine Overhaul,2023-06-08,2023-06-12,4,45609.11,EMP0405,Completed,ST036,Awaiting spare parts
MNT00257,TR0043,Wheel Replacement,2023-03-28,2023-04-25,28,280205.9,EMP0405,Completed,ST027,Parts replaced
MNT00258,TR0197,Pantry Car Cleaning,2024-12-09,2024-12-18,9,306924.28,EMP0198,Completed,ST011,All systems OK
MNT00259,TR0020,Pantry Car Cleaning,2024-09-06,2024-10-04,28,182050.17,EMP0344,Completed,ST068,All systems OK
MNT00260,TR0129,Wheel Replacement,2024-10-10,2024-11-05,26,260344.86,EMP0168,Completed,ST019,Critical issue found
MNT00261,TR0128,Electrical Check,2024-03-06,2024-04-03,28,270215.57,EMP0347,Completed,ST028,Critical issue found
MNT00262,TR0145,Engine Overhaul,2024-09-04,2024-09-11,7,73722.92,EMP0245,In Progress,ST009,Critical issue found
MNT00263,TR0049,Brake Inspection,2023-03-22,2023-03-26,4,137591.06,EMP0347,Completed,ST013,Critical issue found
MNT00264,TR0075,Signaling Equipment,2024-01-24,2024-02-16,23,421454.48,EMP0363,In Progress,ST002,Awaiting spare parts
MNT00265,TR0098,Safety Audit,2024-10-23,2024-11-04,12,306091.89,EMP0297,Completed,ST044,Critical issue found
MNT00266,TR0115,Signaling Equipment,2023-06-08,2023-06-11,3,265466.49,EMP0048,Completed,ST017,Awaiting spare parts
MNT00267,TR0152,Engine Overhaul,2023-02-07,2023-02-08,1,328935.19,EMP0092,In Progress,ST047,Parts replaced
MNT00268,TR0026,Electrical Check,2023-03-07,2023-03-21,14,360258.21,EMP0083,In Progress,ST012,All systems OK
MNT00269,TR0109,Signaling Equipment,2024-05-04,2024-05-05,1,20860.43,EMP0213,Completed,ST014,Parts replaced
MNT00270,TR0039,Wheel Replacement,2023-02-24,2023-03-09,13,235815.53,EMP0472,In Progress,ST065,Routine check completed
MNT00271,TR0099,Pantry Car Cleaning,2024-11-19,2024-11-28,9,217104.52,EMP0498,Completed,ST038,All systems OK
MNT00272,TR0100,Brake Inspection,2024-08-13,2024-08-19,6,43478.93,EMP0412,Completed,ST030,Critical issue found
MNT00273,TR0058,Safety Audit,2023-11-14,2023-11-21,7,193181.38,EMP0384,Completed,ST035,Routine check completed
MNT00274,TR0065,Engine Overhaul,2023-07-07,2023-07-22,15,337662.51,EMP0325,Completed,ST068,Awaiting spare parts
MNT00275,TR0183,Wheel Replacement,2023-04-14,2023-04-22,8,235701.66,EMP0156,Completed,ST044,Routine check completed
MNT00276,TR0098,Scheduled Service,2024-08-17,2024-08-24,7,265064.26,EMP0141,In Progress,ST015,Awaiting spare parts
MNT00277,TR0082,Safety Audit,2023-02-16,2023-03-06,18,165192.8,EMP0403,In Progress,ST016,Critical issue found
MNT00278,TR0041,Scheduled Service,2023-09-19,2023-10-09,20,256859.78,EMP0130,Completed,ST036,Routine check completed
MNT00279,TR0123,Signaling Equipment,2023-06-30,2023-07-24,24,187992.86,EMP0096,Completed,ST036,Parts replaced
MNT00280,TR0137,Scheduled Service,2023-01-09,2023-01-17,8,101517.34,EMP0278,Scheduled,ST003,Awaiting spare parts
MNT00281,TR0006,Brake Inspection,2023-03-21,2023-03-31,10,389817.02,EMP0310,In Progress,ST046,Awaiting spare parts
MNT00282,TR0112,Scheduled Service,2023-07-24,2023-08-08,15,377229.51,EMP0441,Deferred,ST008,All systems OK
MNT00283,TR0107,Electrical Check,2023-11-06,2023-11-10,4,279539.29,EMP0371,Deferred,ST019,Routine check completed
MNT00284,TR0051,Interior Refurbishment,2023-01-13,2023-02-01,19,75030.98,EMP0073,In Progress,ST018,Routine check completed
MNT00285,TR0140,AC Servicing,2023-01-18,2023-02-12,25,99766.84,EMP0223,Completed,ST026,Critical issue found
MNT00286,TR0189,Interior Refurbishment,2024-03-01,2024-03-11,10,240124.77,EMP0463,Completed,ST030,Parts replaced
MNT00287,TR0190,Pantry Car Cleaning,2024-03-24,2024-04-07,14,218566.7,EMP0091,Completed,ST048,Awaiting spare parts
MNT00288,TR0075,Pantry Car Cleaning,2024-07-01,2024-07-17,16,67347.65,EMP0052,In Progress,ST007,Critical issue found
MNT00289,TR0116,Safety Audit,2023-04-23,2023-05-20,27,349124.63,EMP0055,Completed,ST019,Critical issue found
MNT00290,TR0172,Electrical Check,2024-02-02,2024-02-16,14,262563.73,EMP0438,In Progress,ST053,Awaiting spare parts
MNT00291,TR0090,Electrical Check,2024-07-31,2024-08-15,15,329379.77,EMP0416,Cancelled,ST051,Parts replaced
MNT00292,TR0156,Engine Overhaul,2023-04-06,2023-05-05,29,366210.3,EMP0154,Completed,ST037,Parts replaced
MNT00293,TR0034,AC Servicing,2024-12-08,2024-12-19,11,8415.07,EMP0027,In Progress,ST022,Parts replaced
MNT00294,TR0118,Brake Inspection,2023-02-16,2023-02-27,11,64381.71,EMP0046,Completed,ST045,Parts replaced
MNT00295,TR0175,Safety Audit,2023-02-21,2023-03-21,28,137154.19,EMP0233,Completed,ST010,Parts replaced
MNT00296,TR0095,Engine Overhaul,2023-01-25,2023-02-02,8,99058.2,EMP0004,Scheduled,ST024,Parts replaced
MNT00297,TR0086,Brake Inspection,2024-02-14,2024-03-09,24,129341.44,EMP0161,Completed,ST019,Critical issue found
MNT00298,TR0118,Electrical Check,2024-03-11,2024-03-28,17,34276.46,EMP0412,Scheduled,ST065,Parts replaced
MNT00299,TR0008,AC Servicing,2023-05-31,2023-06-18,18,45808.3,EMP0004,Scheduled,ST047,Critical issue found
MNT00300,TR0196,Electrical Check,2023-09-12,2023-09-19,7,454697.03,EMP0057,Completed,ST029,Critical issue found
MNT00301,TR0088,Electrical Check,2024-02-08,2024-03-03,24,327684.5,EMP0011,Scheduled,ST025,Awaiting spare parts
MNT00302,TR0094,Electrical Check,2024-12-09,2024-12-28,19,46730.96,EMP0218,In Progress,ST012,Parts replaced
MNT00303,TR0054,Scheduled Service,2024-04-04,2024-04-11,7,189090.3,EMP0144,Completed,ST045,All systems OK
MNT00304,TR0196,AC Servicing,2024-02-20,2024-03-19,28,302133.55,EMP0448,Scheduled,ST044,Awaiting spare parts
MNT00305,TR0067,Wheel Replacement,2024-01-05,2024-01-27,22,498052.69,EMP0320,Completed,ST045,Routine check completed
MNT00306,TR0170,Engine Overhaul,2023-07-20,2023-08-12,23,108034.16,EMP0011,Completed,ST032,All systems OK
MNT00307,TR0155,Brake Inspection,2023-07-16,2023-08-11,26,115701.68,EMP0285,Completed,ST042,All systems OK
MNT00308,TR0133,Engine Overhaul,2024-06-25,2024-07-10,15,96446.07,EMP0055,Completed,ST058,Routine check completed
MNT00309,TR0109,Signaling Equipment,2023-12-12,2024-01-05,24,421076.71,EMP0288,Completed,ST005,Awaiting spare parts
MNT00310,TR0067,Safety Audit,2023-09-12,2023-09-30,18,354616.55,EMP0326,Completed,ST008,Critical issue found
MNT00311,TR0037,Brake Inspection,2024-02-26,2024-03-01,4,341063.22,EMP0458,Completed,ST053,Routine check completed
MNT00312,TR0125,Interior Refurbishment,2024-09-25,2024-10-05,10,346726.16,EMP0208,Completed,ST020,Awaiting spare parts
MNT00313,TR0041,Electrical Check,2024-10-27,2024-10-28,1,167575.64,EMP0466,Completed,ST047,Parts replaced
MNT00314,TR0057,Brake Inspection,2024-10-09,2024-11-04,26,167344.19,EMP0002,Completed,ST029,Parts replaced
MNT00315,TR0130,AC Servicing,2024-07-02,2024-07-19,17,328021.85,EMP0125,In Progress,ST053,Parts replaced
MNT00316,TR0051,Brake Inspection,2023-07-21,2023-08-04,14,235293.23,EMP0265,Scheduled,ST058,All systems OK
MNT00317,TR0053,Electrical Check,2024-06-25,2024-07-14,19,234999.44,EMP0463,Completed,ST042,Awaiting spare parts
MNT00318,TR0079,Engine Overhaul,2024-09-18,2024-10-18,30,209928.4,EMP0364,Completed,ST028,All systems OK
MNT00319,TR0073,Pantry Car Cleaning,2023-02-15,2023-02-21,6,36206.53,EMP0148,Completed,ST039,All systems OK
MNT00320,TR0199,Scheduled Service,2023-04-23,2023-05-03,10,369189.2,EMP0207,In Progress,ST058,Routine check completed
MNT00321,TR0160,Safety Audit,2024-11-03,2024-11-22,19,110114.37,EMP0387,Completed,ST034,Awaiting spare parts
MNT00322,TR0155,Signaling Equipment,2023-01-11,2023-02-03,23,50321.41,EMP0109,Completed,ST015,All systems OK
MNT00323,TR0170,Electrical Check,2023-06-26,2023-07-08,12,188565.21,EMP0205,Completed,ST039,Critical issue found
MNT00324,TR0062,Interior Refurbishment,2024-01-03,2024-01-27,24,427350.41,EMP0195,Completed,ST038,Awaiting spare parts
MNT00325,TR0165,Wheel Replacement,2024-07-17,2024-07-22,5,308246.21,EMP0392,Completed,ST072,All systems OK
MNT00326,TR0188,Interior Refurbishment,2023-05-24,2023-05-26,2,394640.08,EMP0183,Completed,ST037,Routine check completed
MNT00327,TR0150,Engine Overhaul,2024-02-22,2024-03-21,28,117769.75,EMP0407,Completed,ST071,Routine check completed
MNT00328,TR0185,Engine Overhaul,2024-03-10,2024-04-01,22,67961.67,EMP0067,Scheduled,ST019,Parts replaced
MNT00329,TR0163,Interior Refurbishment,2023-02-26,2023-03-20,22,366843.07,EMP0155,Completed,ST065,Awaiting spare parts
MNT00330,TR0027,Safety Audit,2024-12-07,2024-12-30,23,325266.63,EMP0258,Completed,ST040,Parts replaced
MNT00331,TR0079,Pantry Car Cleaning,2023-10-14,2023-10-23,9,297116.35,EMP0076,Completed,ST053,Routine check completed
MNT00332,TR0184,Signaling Equipment,2023-07-15,2023-08-12,28,235922.1,EMP0136,Completed,ST060,Parts replaced
MNT00333,TR0056,Interior Refurbishment,2024-09-10,2024-09-15,5,489963.49,EMP0272,Completed,ST014,All systems OK
MNT00334,TR0002,Engine Overhaul,2023-02-20,2023-03-01,9,448902.27,EMP0219,Completed,ST042,Awaiting spare parts
MNT00335,TR0105,Scheduled Service,2024-02-25,2024-03-07,11,123575.29,EMP0280,Completed,ST066,Parts replaced
MNT00336,TR0129,Safety Audit,2024-12-30,2025-01-19,20,161595.55,EMP0422,Deferred,ST014,Parts replaced
MNT00337,TR0178,Scheduled Service,2023-10-23,2023-11-11,19,473041,EMP0414,In Progress,ST009,Routine check completed
MNT00338,TR0109,Signaling Equipment,2024-02-21,2024-03-08,16,248506.53,EMP0461,Scheduled,ST025,All systems OK
MNT00339,TR0141,Electrical Check,2023-02-08,2023-03-01,21,290262.44,EMP0332,In Progress,ST044,Awaiting spare parts
MNT00340,TR0173,Electrical Check,2023-08-09,2023-08-13,4,233446.56,EMP0357,Completed,ST048,All systems OK
MNT00341,TR0036,Interior Refurbishment,2023-08-13,2023-09-08,26,86458.97,EMP0116,Completed,ST022,Routine check completed
MNT00342,TR0128,Engine Overhaul,2024-12-17,2024-12-25,8,179044.28,EMP0188,Completed,ST047,Awaiting spare parts
MNT00343,TR0058,Interior Refurbishment,2023-02-16,2023-03-16,28,396285.21,EMP0033,Scheduled,ST014,All systems OK
MNT00344,TR0185,Safety Audit,2024-08-19,2024-08-24,5,78911.44,EMP0337,In Progress,ST068,Awaiting spare parts
MNT00345,TR0038,Signaling Equipment,2023-10-26,2023-11-07,12,144407.23,EMP0048,Completed,ST050,Awaiting spare parts
MNT00346,TR0141,Scheduled Service,2023-04-02,2023-04-05,3,459461.6,EMP0115,Scheduled,ST029,Awaiting spare parts
MNT00347,TR0099,Wheel Replacement,2024-02-09,2024-02-28,19,448945.87,EMP0122,Completed,ST010,Critical issue found
MNT00348,TR0010,Scheduled Service,2023-05-04,2023-05-23,19,209951.51,EMP0350,Completed,ST031,All systems OK
MNT00349,TR0133,Interior Refurbishment,2024-05-08,2024-05-25,17,482445.21,EMP0446,Scheduled,ST008,Parts replaced
MNT00350,TR0086,Pantry Car Cleaning,2023-04-20,2023-05-04,14,470723.88,EMP0190,Deferred,ST011,All systems OK
MNT00351,TR0177,Interior Refurbishment,2023-11-30,2023-12-06,6,9242.95,EMP0450,Scheduled,ST064,Routine check completed
MNT00352,TR0087,Engine Overhaul,2023-08-31,2023-09-25,25,225901.62,EMP0330,Scheduled,ST044,Parts replaced
MNT00353,TR0001,Scheduled Service,2023-01-13,2023-02-04,22,181258.33,EMP0161,In Progress,ST017,Critical issue found
MNT00354,TR0018,Scheduled Service,2024-07-02,2024-07-26,24,429211.28,EMP0015,Scheduled,ST055,All systems OK
MNT00355,TR0035,AC Servicing,2024-07-29,2024-08-16,18,471488.71,EMP0148,Completed,ST050,Routine check completed
MNT00356,TR0171,Wheel Replacement,2024-07-28,2024-08-15,18,359476.36,EMP0125,Completed,ST014,Critical issue found
MNT00357,TR0184,AC Servicing,2024-12-08,2025-01-06,29,391060.5,EMP0373,Completed,ST035,Routine check completed
MNT00358,TR0127,Electrical Check,2023-07-26,2023-08-16,21,220367.77,EMP0281,Scheduled,ST015,Parts replaced
MNT00359,TR0111,Signaling Equipment,2024-12-09,2024-12-10,1,133800.76,EMP0094,In Progress,ST021,Awaiting spare parts
MNT00360,TR0021,Brake Inspection,2023-01-23,2023-02-03,11,344338.72,EMP0284,Completed,ST057,Awaiting spare parts
MNT00361,TR0158,Brake Inspection,2024-08-11,2024-08-27,16,332077.11,EMP0279,Completed,ST041,All systems OK
MNT00362,TR0048,Brake Inspection,2024-06-07,2024-07-02,25,264489.96,EMP0075,In Progress,ST060,Awaiting spare parts
MNT00363,TR0084,Signaling Equipment,2024-09-20,2024-10-18,28,253136.98,EMP0054,In Progress,ST005,Critical issue found
MNT00364,TR0034,Safety Audit,2023-01-27,2023-01-31,4,369194.7,EMP0459,Completed,ST005,Critical issue found
MNT00365,TR0010,Interior Refurbishment,2024-01-18,2024-02-10,23,378595.31,EMP0383,Cancelled,ST050,Parts replaced
MNT00366,TR0042,Pantry Car Cleaning,2024-05-31,2024-06-06,6,14988.6,EMP0035,Scheduled,ST003,Routine check completed
MNT00367,TR0123,Engine Overhaul,2023-05-19,2023-06-12,24,455381.22,EMP0166,Completed,ST011,All systems OK
MNT00368,TR0111,Brake Inspection,2023-03-10,2023-03-31,21,114789.93,EMP0293,Scheduled,ST067,All systems OK
MNT00369,TR0037,Safety Audit,2024-06-05,2024-07-05,30,76453.14,EMP0103,Completed,ST058,Awaiting spare parts
MNT00370,TR0003,Engine Overhaul,2024-11-09,2024-11-22,13,51614.21,EMP0143,Completed,ST065,Critical issue found
MNT00371,TR0098,Scheduled Service,2023-09-26,2023-10-12,16,44936.71,EMP0478,Completed,ST011,Critical issue found
MNT00372,TR0155,Electrical Check,2024-04-11,2024-04-21,10,364040.84,EMP0032,Completed,ST074,Awaiting spare parts
MNT00373,TR0014,Electrical Check,2023-01-31,2023-02-06,6,316809.57,EMP0159,Completed,ST051,All systems OK
MNT00374,TR0086,Scheduled Service,2024-10-11,2024-11-06,26,124540.18,EMP0166,Completed,ST069,All systems OK
MNT00375,TR0169,Signaling Equipment,2024-11-06,2024-11-25,19,79332.1,EMP0219,Completed,ST032,Critical issue found
MNT00376,TR0038,Brake Inspection,2023-12-05,2023-12-28,23,205715.83,EMP0432,Deferred,ST057,Awaiting spare parts
MNT00377,TR0009,AC Servicing,2024-03-20,2024-03-28,8,16739.89,EMP0363,Cancelled,ST073,Critical issue found
MNT00378,TR0018,Engine Overhaul,2024-07-04,2024-07-27,23,33247.88,EMP0309,Scheduled,ST015,Parts replaced
MNT00379,TR0129,Brake Inspection,2024-02-21,2024-03-13,21,369492.77,EMP0075,Completed,ST074,Critical issue found
MNT00380,TR0044,Pantry Car Cleaning,2023-02-15,2023-03-04,17,401331.98,EMP0287,Scheduled,ST044,Routine check completed
MNT00381,TR0112,Scheduled Service,2024-02-05,2024-02-16,11,412274.65,EMP0090,Completed,ST039,Routine check completed
MNT00382,TR0172,Interior Refurbishment,2024-08-25,2024-09-19,25,476335.68,EMP0467,Completed,ST040,Critical issue found
MNT00383,TR0169,Pantry Car Cleaning,2023-06-08,2023-07-05,27,244608.04,EMP0326,In Progress,ST066,Routine check completed
MNT00384,TR0038,Engine Overhaul,2024-06-21,2024-06-30,9,493316.02,EMP0008,Completed,ST002,Awaiting spare parts
MNT00385,TR0076,Scheduled Service,2024-06-17,2024-06-28,11,161153.53,EMP0496,Completed,ST070,Critical issue found
MNT00386,TR0131,Wheel Replacement,2024-07-05,2024-07-25,20,378474.55,EMP0204,Completed,ST072,Awaiting spare parts
MNT00387,TR0184,Safety Audit,2023-06-06,2023-06-20,14,136507.87,EMP0493,In Progress,ST026,Awaiting spare parts
MNT00388,TR0079,Scheduled Service,2023-12-15,2024-01-14,30,203885.27,EMP0166,Scheduled,ST032,All systems OK
MNT00389,TR0058,Safety Audit,2023-09-01,2023-09-26,25,213874.49,EMP0393,Completed,ST038,Parts replaced
MNT00390,TR0197,AC Servicing,2023-06-19,2023-07-01,12,142549.78,EMP0440,Completed,ST031,Critical issue found
MNT00391,TR0093,Interior Refurbishment,2023-12-22,2024-01-20,29,214136.5,EMP0491,In Progress,ST042,Routine check completed
MNT00392,TR0040,Scheduled Service,2024-12-10,2025-01-07,28,44792.09,EMP0439,Completed,ST067,All systems OK
MNT00393,TR0102,Pantry Car Cleaning,2024-10-24,2024-11-02,9,438171.35,EMP0216,Completed,ST021,All systems OK
MNT00394,TR0178,Electrical Check,2024-01-12,2024-02-09,28,294676.5,EMP0299,Completed,ST006,Routine check completed
MNT00395,TR0099,Interior Refurbishment,2023-04-01,2023-04-10,9,237236.91,EMP0212,In Progress,ST032,Parts replaced
MNT00396,TR0192,Pantry Car Cleaning,2023-01-07,2023-01-08,1,316457.53,EMP0023,Completed,ST052,All systems OK
MNT00397,TR0061,Signaling Equipment,2024-10-05,2024-10-21,16,56772.42,EMP0002,Scheduled,ST013,All systems OK
MNT00398,TR0034,AC Servicing,2024-04-27,2024-05-24,27,314393.36,EMP0086,Completed,ST073,Routine check completed
MNT00399,TR0007,AC Servicing,2024-06-15,2024-07-07,22,40360.17,EMP0119,Scheduled,ST032,Critical issue found
MNT00400,TR0158,Pantry Car Cleaning,2024-05-26,2024-06-06,11,36911.75,EMP0413,Completed,ST046,Critical issue found
MNT00401,TR0096,Engine Overhaul,2023-11-05,2023-11-24,19,187616,EMP0080,Completed,ST069,Awaiting spare parts
MNT00402,TR0072,Pantry Car Cleaning,2024-07-22,2024-08-16,25,150940.18,EMP0061,Completed,ST062,Routine check completed
MNT00403,TR0115,Interior Refurbishment,2024-07-02,2024-07-21,19,16200.59,EMP0442,Completed,ST047,Critical issue found
MNT00404,TR0052,Engine Overhaul,2024-09-16,2024-09-28,12,86571.8,EMP0284,Completed,ST004,Parts replaced
MNT00405,TR0178,Pantry Car Cleaning,2023-03-03,2023-03-18,15,426099.29,EMP0261,Completed,ST062,Routine check completed
MNT00406,TR0078,Wheel Replacement,2023-03-29,2023-03-30,1,474672.6,EMP0366,Completed,ST007,Routine check completed
MNT00407,TR0105,Interior Refurbishment,2023-10-13,2023-11-12,30,184104.54,EMP0484,Completed,ST048,Critical issue found
MNT00408,TR0006,Electrical Check,2023-01-24,2023-02-08,15,162943.43,EMP0021,Completed,ST062,Critical issue found
MNT00409,TR0069,Brake Inspection,2023-03-13,2023-03-29,16,38440.99,EMP0389,Scheduled,ST066,Routine check completed
MNT00410,TR0037,Engine Overhaul,2024-07-12,2024-07-24,12,193969.74,EMP0494,Scheduled,ST023,Critical issue found
MNT00411,TR0009,Safety Audit,2023-01-03,2023-01-04,1,209103.97,EMP0414,Completed,ST035,Parts replaced
MNT00412,TR0050,Electrical Check,2024-05-14,2024-05-22,8,451975.34,EMP0140,In Progress,ST074,Routine check completed
MNT00413,TR0115,Electrical Check,2023-11-07,2023-12-04,27,399376.18,EMP0301,Completed,ST019,All systems OK
MNT00414,TR0106,Signaling Equipment,2023-03-08,2023-03-28,20,403189.51,EMP0476,Completed,ST008,Critical issue found
MNT00415,TR0025,Scheduled Service,2023-09-16,2023-09-26,10,297962.84,EMP0410,Completed,ST023,Routine check completed
MNT00416,TR0095,Electrical Check,2024-09-22,2024-10-11,19,336806.9,EMP0355,Completed,ST044,Awaiting spare parts
MNT00417,TR0024,Safety Audit,2024-08-14,2024-08-30,16,269644.45,EMP0417,Completed,ST048,Parts replaced
MNT00418,TR0133,Brake Inspection,2024-02-02,2024-02-20,18,213104.59,EMP0193,Completed,ST026,All systems OK
MNT00419,TR0145,Signaling Equipment,2023-12-09,2023-12-17,8,74840.94,EMP0411,Cancelled,ST038,Parts replaced
MNT00420,TR0132,Wheel Replacement,2023-10-16,2023-10-22,6,283940.1,EMP0051,Completed,ST070,Awaiting spare parts
MNT00421,TR0197,Safety Audit,2024-11-06,2024-11-23,17,231108.91,EMP0254,In Progress,ST067,Routine check completed
MNT00422,TR0121,Signaling Equipment,2024-10-25,2024-11-20,26,461041.8,EMP0128,In Progress,ST061,All systems OK
MNT00423,TR0173,Safety Audit,2024-08-10,2024-08-25,15,181942.09,EMP0103,Completed,ST005,Awaiting spare parts
MNT00424,TR0030,Pantry Car Cleaning,2023-10-03,2023-10-26,23,32120.54,EMP0206,In Progress,ST030,Critical issue found
MNT00425,TR0160,Pantry Car Cleaning,2023-07-21,2023-08-05,15,168840.69,EMP0012,Completed,ST058,Routine check completed
MNT00426,TR0066,Wheel Replacement,2024-06-17,2024-06-24,7,261511.21,EMP0442,In Progress,ST036,Parts replaced
MNT00427,TR0170,Wheel Replacement,2023-03-05,2023-03-12,7,331970.67,EMP0127,In Progress,ST056,All systems OK
MNT00428,TR0184,Scheduled Service,2024-03-28,2024-04-27,30,262335.28,EMP0196,Completed,ST036,Routine check completed
MNT00429,TR0106,Signaling Equipment,2023-05-12,2023-06-09,28,324794.26,EMP0134,Completed,ST039,Awaiting spare parts
MNT00430,TR0171,Brake Inspection,2023-08-13,2023-08-25,12,155830.5,EMP0119,Scheduled,ST071,Routine check completed
MNT00431,TR0127,Electrical Check,2023-02-03,2023-02-26,23,129807.81,EMP0119,Completed,ST037,Routine check completed
MNT00432,TR0037,Electrical Check,2024-03-07,2024-03-13,6,359348.29,EMP0068,Completed,ST019,Critical issue found
MNT00433,TR0049,Signaling Equipment,2023-03-17,2023-03-28,11,346800.71,EMP0031,Deferred,ST052,Parts replaced
MNT00434,TR0062,AC Servicing,2024-09-10,2024-09-16,6,390826.45,EMP0115,Completed,ST048,Parts replaced
MNT00435,TR0149,AC Servicing,2023-07-14,2023-07-18,4,109547.27,EMP0203,Completed,ST022,Awaiting spare parts
MNT00436,TR0071,Interior Refurbishment,2023-05-21,2023-06-11,21,325778.26,EMP0161,Scheduled,ST009,All systems OK
MNT00437,TR0057,Scheduled Service,2023-05-30,2023-06-12,13,473566.8,EMP0052,Completed,ST039,Routine check completed
MNT00438,TR0083,AC Servicing,2023-02-27,2023-03-29,30,406532.49,EMP0209,Cancelled,ST007,Routine check completed
MNT00439,TR0012,Signaling Equipment,2024-08-27,2024-09-16,20,310139.46,EMP0089,Cancelled,ST072,Awaiting spare parts
MNT00440,TR0003,Scheduled Service,2023-12-23,2024-01-08,16,368287.25,EMP0123,Completed,ST007,Parts replaced
MNT00441,TR0179,Scheduled Service,2023-02-08,2023-03-08,28,207404.89,EMP0177,In Progress,ST020,Parts replaced
MNT00442,TR0188,Engine Overhaul,2023-08-04,2023-08-25,21,211283.55,EMP0174,Completed,ST012,Parts replaced
MNT00443,TR0131,Electrical Check,2024-08-15,2024-08-30,15,439035.07,EMP0431,Deferred,ST060,Routine check completed
MNT00444,TR0118,Pantry Car Cleaning,2023-11-12,2023-11-16,4,214645.49,EMP0166,Completed,ST001,Awaiting spare parts
MNT00445,TR0027,Safety Audit,2023-04-30,2023-05-08,8,329598.82,EMP0460,Completed,ST047,Parts replaced
