ticket_id,schedule_id,passenger_id,class,route_id,fare,booking_date,seat_number,coach_number,ticket_status,concession_type
TK0002121,SCH00092,PAS000527,General,RT0085,614.12,2024-11-06,A1,C19,Confirmed,Senior Citizen
TK0002122,SCH00696,PAS001081,First Class,RT0091,3753.83,2024-08-15,E41,C05,Confirmed,
TK0002123,SCH00091,PAS002458,Vistadome,RT0112,4054.34,2023-08-13,A55,C01,Confirmed,Differently Abled
TK0002124,SCH00556,PAS004269,Chair Car,RT0121,1445.07,2023-01-13,C48,C04,Confirmed,
TK0002125,SCH00456,PAS001357,AC 3 Tier,RT0046,3671.36,2024-06-02,C28,C19,RAC,Senior Citizen
TK0002126,SCH00081,PAS002286,General,RT0060,566.27,2023-05-22,E36,C03,Waitlisted,Senior Citizen
TK0002127,SCH00505,PAS001646,AC 3 Tier,RT0119,3863.02,2024-11-27,A38,C20,Waitlisted,
TK0002128,SCH00981,PAS003864,First Class,RT0064,10227.51,2024-03-30,A51,C06,Waitlisted,
TK0002129,SCH00831,PAS001583,Vistadome,RT0117,3438.46,2024-03-09,C55,C19,Confirmed,
TK0002130,SCH00557,PAS002570,Sleeper,RT0089,956.98,2024-12-19,C37,C09,Confirmed,
TK0002131,SCH00272,PAS003536,Vistadome,RT0122,2393.4,2023-09-26,E30,C20,Waitlisted,Military
TK0002132,SCH00535,PAS004395,Sleeper,RT0027,177.21,2023-03-23,E10,C04,Waitlisted,Senior Citizen
TK0002133,SCH00049,PAS003599,First Class,RT0009,3453.87,2024-10-09,E59,C12,Cancelled,
TK0002134,SCH00649,PAS003795,Vistadome,RT0012,4835.29,2024-11-27,C15,C15,Cancelled,
TK0002135,SCH00734,PAS003330,First Class,RT0064,10485.41,2023-11-11,C57,C09,Confirmed,
TK0002136,SCH00922,PAS003981,Vistadome,RT0002,4023.74,2024-07-19,D14,C16,Waitlisted,
TK0002137,SCH00030,PAS002956,First Class,RT0030,10715.45,2023-07-03,A26,C14,Confirmed,
TK0002138,SCH00919,PAS003163,General,RT0047,631.07,2024-04-05,C11,C17,Confirmed,
TK0002139,SCH00828,PAS002176,AC 3 Tier,RT0102,4085.54,2024-05-14,C19,C13,Waitlisted,Senior Citizen
TK0002140,SCH00646,PAS003304,General,RT0135,266.79,2023-02-02,E39,C20,Waitlisted,
TK0002141,SCH00150,PAS000577,General,RT0020,580.87,2024-02-17,B13,C02,Cancelled,
TK0002142,SCH00098,PAS003919,General,RT0084,111.35,2024-01-07,C45,C18,Waitlisted,
TK0002143,SCH00891,PAS002868,Chair Car,RT0004,741.99,2024-11-22,D11,C09,Confirmed,Student
TK0002144,SCH00702,PAS002386,Sleeper,RT0104,1549.43,2024-03-13,A28,C13,Waitlisted,
TK0002145,SCH00098,PAS003989,Sleeper,RT0014,357.58,2023-12-07,B29,C19,Confirmed,Differently Abled
TK0002146,SCH00904,PAS003611,AC 2 Tier,RT0033,4662.74,2024-06-08,A28,C13,Confirmed,Military
TK0002147,SCH00776,PAS004102,Sleeper,RT0138,755.61,2024-12-15,D38,C01,Waitlisted,Senior Citizen
TK0002148,SCH00683,PAS004764,Sleeper,RT0128,230.97,2023-11-29,E33,C01,Confirmed,
TK0002149,SCH00154,PAS000509,First Class,RT0085,11207.15,2023-04-13,E45,C15,Cancelled,
TK0002150,SCH00389,PAS004904,First Class,RT0101,3707.49,2024-09-01,B18,C20,Confirmed,Student
TK0002151,SCH00714,PAS003575,Sleeper,RT0023,684.92,2023-01-11,A3,C17,Confirmed,
TK0002152,SCH00778,PAS002221,General,RT0018,168.88,2024-07-07,D23,C03,Confirmed,
TK0002153,SCH00865,PAS004789,AC 3 Tier,RT0029,2239.38,2024-02-14,A47,C20,RAC,
TK0002154,SCH00416,PAS000760,First Class,RT0032,11691.4,2024-07-15,D4,C19,Confirmed,
TK0002155,SCH00716,PAS003888,AC 3 Tier,RT0007,1714.79,2024-08-11,D17,C18,Confirmed,
TK0002156,SCH00266,PAS003790,Sleeper,RT0064,1322.06,2023-06-11,C36,C03,Waitlisted,Senior Citizen
TK0002157,SCH00214,PAS002078,General,RT0024,181.81,2023-12-25,A20,C08,Cancelled,Military
TK0002158,SCH00381,PAS003203,General,RT0030,566.14,2024-06-30,B48,C20,Cancelled,
TK0002159,SCH00352,PAS004560,Vistadome,RT0021,4996.19,2023-05-19,D45,C13,Confirmed,
TK0002160,SCH00288,PAS003511,First Class,RT0024,2697.94,2023-02-08,A3,C14,RAC,Military
TK0002161,SCH00720,PAS000534,General,RT0089,494.55,2024-09-29,A51,C13,Confirmed,Senior Citizen
TK0002162,SCH00733,PAS001217,General,RT0139,745.17,2023-04-28,B28,C13,Waitlisted,
TK0002163,SCH00018,PAS000630,General,RT0019,474.97,2023-11-26,E24,C02,RAC,Student
TK0002164,SCH00309,PAS001662,First Class,RT0020,7573.63,2023-10-23,A19,C06,Waitlisted,Senior Citizen
TK0002165,SCH00734,PAS003172,Sleeper,RT0135,629.19,2023-05-18,A9,C10,Confirmed,Student
TK0002166,SCH00164,PAS000547,AC 3 Tier,RT0021,3145.12,2024-02-17,E16,C07,Confirmed,
TK0002167,SCH00047,PAS003165,Sleeper,RT0061,225.44,2023-09-29,E38,C15,Confirmed,Differently Abled
TK0002168,SCH00368,PAS003778,AC 3 Tier,RT0120,4587.78,2023-06-04,D24,C14,Cancelled,Senior Citizen
TK0002169,SCH00955,PAS002432,Chair Car,RT0027,225.41,2023-10-27,E55,C10,Confirmed,
TK0002170,SCH00130,PAS002765,General,RT0070,495.46,2023-06-23,B32,C13,Confirmed,
TK0002171,SCH00082,PAS001584,AC 3 Tier,RT0006,1056.42,2024-02-12,E56,C09,Waitlisted,
TK0002172,SCH00732,PAS001108,Vistadome,RT0096,2264.62,2024-02-25,E46,C09,Waitlisted,
TK0002173,SCH00350,PAS000583,AC 2 Tier,RT0024,2313.73,2024-12-11,D48,C07,Confirmed,Military
TK0002174,SCH00541,PAS003533,Vistadome,RT0028,4267.93,2024-04-26,B60,C07,Confirmed,
TK0002175,SCH00827,PAS001862,Sleeper,RT0020,881.75,2024-08-19,B32,C05,Cancelled,Senior Citizen
TK0002176,SCH00890,PAS003445,First Class,RT0014,3785.1,2023-05-19,A14,C12,Waitlisted,
TK0002177,SCH00947,PAS001244,Sleeper,RT0031,565.35,2023-10-23,E38,C01,Cancelled,
TK0002178,SCH00679,PAS000401,General,RT0124,100.61,2024-12-04,B57,C08,Confirmed,Senior Citizen
TK0002179,SCH00843,PAS000518,AC 3 Tier,RT0133,1710.74,2023-11-09,E6,C20,Confirmed,Differently Abled
TK0002180,SCH00433,PAS000173,AC 3 Tier,RT0005,1758.26,2023-01-31,E10,C18,Confirmed,Senior Citizen
TK0002181,SCH00680,PAS004149,Chair Car,RT0031,1205.83,2023-02-01,C16,C07,Waitlisted,Military
TK0002182,SCH00660,PAS004255,First Class,RT0046,14071.37,2024-08-24,B57,C12,Confirmed,
TK0002183,SCH00372,PAS004447,General,RT0116,485.3,2023-12-28,E28,C17,Confirmed,
TK0002184,SCH00507,PAS004661,Sleeper,RT0046,1228.05,2023-02-13,D17,C09,Confirmed,
TK0002185,SCH00353,PAS004710,General,RT0098,332.15,2023-07-04,C2,C19,Confirmed,Student
TK0002186,SCH00030,PAS001190,General,RT0011,91.73,2024-03-30,C17,C05,Waitlisted,Military
TK0002187,SCH00949,PAS002160,General,RT0150,368.72,2023-04-29,A20,C15,Confirmed,
TK0002188,SCH00795,PAS001697,Vistadome,RT0103,3746.59,2024-01-20,E49,C04,Confirmed,Senior Citizen
TK0002189,SCH00366,PAS004174,First Class,RT0107,7554.41,2023-08-28,A18,C02,Waitlisted,Student
TK0002190,SCH00552,PAS002066,AC 2 Tier,RT0071,3472.71,2023-01-06,D30,C19,Waitlisted,Student
TK0002191,SCH00668,PAS001412,First Class,RT0049,6639.64,2023-04-22,C44,C15,Confirmed,Senior Citizen
TK0002192,SCH00074,PAS003883,AC 2 Tier,RT0097,5698.25,2023-08-10,A46,C10,Confirmed,
TK0002193,SCH00383,PAS004256,Chair Car,RT0069,830,2023-11-26,A34,C20,Waitlisted,Senior Citizen
TK0002194,SCH00482,PAS001007,Sleeper,RT0124,151.34,2023-12-28,A7,C09,Cancelled,Military
TK0002195,SCH00171,PAS001754,Vistadome,RT0087,3945.03,2023-03-29,E27,C01,Confirmed,
TK0002196,SCH00343,PAS002883,AC 3 Tier,RT0046,4335.56,2024-09-08,E51,C12,Confirmed,Senior Citizen
TK0002197,SCH00296,PAS001757,First Class,RT0005,5368.23,2023-01-08,C35,C17,Waitlisted,
TK0002198,SCH00674,PAS003236,Chair Car,RT0017,334.9,2024-09-08,D19,C11,Confirmed,
TK0002199,SCH00413,PAS004287,AC 3 Tier,RT0111,1966.81,2023-07-03,D39,C01,Confirmed,Military
TK0002200,SCH00595,PAS003903,AC 3 Tier,RT0013,3555.56,2024-04-09,C40,C02,Confirmed,
TK0002201,SCH00449,PAS002055,AC 3 Tier,RT0050,3040.46,2023-04-06,A37,C15,Confirmed,
TK0002202,SCH00809,PAS000244,Sleeper,RT0052,754.44,2023-09-28,C56,C08,Waitlisted,Differently Abled
TK0002203,SCH00482,PAS001099,Chair Car,RT0125,586.41,2023-08-30,E28,C08,Confirmed,Differently Abled
TK0002204,SCH00365,PAS001921,Chair Car,RT0066,908.96,2024-01-06,B26,C04,Waitlisted,
TK0002205,SCH00340,PAS004266,Vistadome,RT0082,6648.04,2023-09-24,B25,C07,Cancelled,
TK0002206,SCH00086,PAS000377,First Class,RT0134,5275.8,2023-09-02,C31,C16,Confirmed,
TK0002207,SCH00429,PAS001156,Sleeper,RT0096,717.81,2023-06-05,B2,C03,Confirmed,
TK0002208,SCH00896,PAS004184,AC 3 Tier,RT0121,1819.77,2023-05-29,B48,C10,Confirmed,Student
TK0002209,SCH00559,PAS000753,AC 2 Tier,RT0145,1595.26,2024-09-09,D47,C09,Confirmed,Military
TK0002210,SCH00842,PAS004122,Chair Car,RT0033,2001.27,2024-12-12,C58,C04,Waitlisted,Student
TK0002211,SCH00605,PAS002217,General,RT0044,37.21,2024-10-14,E49,C05,Confirmed,Senior Citizen
TK0002212,SCH00277,PAS001720,Vistadome,RT0068,2384.95,2024-05-03,C29,C04,Confirmed,Senior Citizen
TK0002213,SCH00542,PAS003293,Chair Car,RT0138,1255.01,2024-06-15,C18,C16,RAC,Student
TK0002214,SCH00293,PAS002727,First Class,RT0029,7673.58,2023-09-17,D12,C15,Confirmed,Senior Citizen
TK0002215,SCH00467,PAS004879,AC 3 Tier,RT0032,4383.3,2024-08-03,E35,C01,Confirmed,
TK0002216,SCH00195,PAS003474,First Class,RT0132,9899.47,2023-10-19,B47,C04,Confirmed,
TK0002217,SCH00817,PAS001309,Vistadome,RT0057,1071.66,2023-06-03,E44,C19,Confirmed,Senior Citizen
TK0002218,SCH00963,PAS000166,AC 2 Tier,RT0027,720.21,2023-10-28,C59,C18,Confirmed,
TK0002219,SCH00222,PAS003235,AC 2 Tier,RT0050,4909.73,2024-01-27,C37,C02,Confirmed,
TK0002220,SCH00518,PAS003750,First Class,RT0083,8734.54,2024-03-03,C47,C17,Confirmed,Student
TK0002221,SCH00290,PAS001229,Sleeper,RT0001,620.69,2023-01-17,E37,C16,Confirmed,
TK0002222,SCH00342,PAS003762,First Class,RT0002,7878.05,2024-11-22,E26,C14,Cancelled,Differently Abled
TK0002223,SCH00704,PAS003623,General,RT0053,413.19,2023-02-01,E48,C06,Confirmed,
TK0002224,SCH00960,PAS001595,First Class,RT0009,4430.04,2023-01-20,D38,C17,Confirmed,Senior Citizen
TK0002225,SCH00581,PAS003989,Chair Car,RT0137,2617.25,2023-11-09,B53,C01,Confirmed,Military
TK0002226,SCH00591,PAS004191,AC 3 Tier,RT0063,1046.6,2023-01-13,A7,C07,Confirmed,
TK0002227,SCH00006,PAS004155,Chair Car,RT0049,1228.51,2023-02-14,C51,C05,Waitlisted,Senior Citizen
TK0002228,SCH00268,PAS003238,First Class,RT0074,3904.05,2024-09-08,C27,C07,Waitlisted,Student
TK0002229,SCH00149,PAS002695,Sleeper,RT0094,1223.09,2023-12-05,D30,C17,Cancelled,Student
TK0002230,SCH00295,PAS004103,Vistadome,RT0143,5944.01,2023-05-12,A49,C12,Confirmed,
TK0002231,SCH00294,PAS001483,Sleeper,RT0008,1281.71,2024-03-07,E48,C05,Confirmed,Student
TK0002232,SCH00227,PAS003710,Vistadome,RT0025,6953.92,2023-12-31,B55,C10,Confirmed,
TK0002233,SCH00527,PAS000493,Vistadome,RT0032,4902.01,2024-07-29,D56,C06,Confirmed,Senior Citizen
TK0002234,SCH00549,PAS004524,Vistadome,RT0076,1785.19,2023-03-12,E26,C20,Waitlisted,
TK0002235,SCH00229,PAS004333,Chair Car,RT0087,1208.41,2023-05-02,D21,C04,Confirmed,
TK0002236,SCH00497,PAS001124,Sleeper,RT0082,1551.67,2024-02-22,E41,C02,Confirmed,
TK0002237,SCH00937,PAS001507,AC 3 Tier,RT0069,1098.31,2024-10-16,A15,C06,Confirmed,Differently Abled
TK0002238,SCH00087,PAS001940,Vistadome,RT0049,3618.53,2023-08-02,A4,C13,Confirmed,
TK0002239,SCH00704,PAS003351,AC 2 Tier,RT0038,5890.97,2023-11-17,B36,C12,Confirmed,
TK0002240,SCH00643,PAS004807,AC 3 Tier,RT0045,856.79,2023-05-31,A3,C17,Confirmed,
TK0002241,SCH00905,PAS002456,AC 2 Tier,RT0032,5638.53,2024-01-25,D54,C04,Confirmed,
TK0002242,SCH00673,PAS003981,Sleeper,RT0072,1127.21,2024-10-01,B27,C09,Confirmed,Student
TK0002243,SCH00392,PAS002246,Sleeper,RT0096,718.1,2024-05-02,A33,C05,Confirmed,
TK0002244,SCH00230,PAS001353,Chair Car,RT0148,322.54,2024-01-05,A2,C05,Confirmed,
TK0002245,SCH00758,PAS001295,Chair Car,RT0031,1021.31,2024-09-18,E41,C05,Cancelled,
TK0002246,SCH00949,PAS004156,Sleeper,RT0073,160.28,2023-10-13,D15,C11,Confirmed,
TK0002247,SCH00731,PAS002202,Vistadome,RT0022,4385.23,2024-11-07,A4,C03,Confirmed,Student
TK0002248,SCH00348,PAS001833,Chair Car,RT0037,328.18,2023-02-18,A22,C20,Confirmed,Senior Citizen
TK0002249,SCH00679,PAS001468,Vistadome,RT0139,4956.97,2024-03-17,C60,C08,Confirmed,Student
TK0002250,SCH00729,PAS002496,Chair Car,RT0032,2461.78,2024-10-15,E30,C20,Waitlisted,Student
TK0002251,SCH00498,PAS003331,AC 3 Tier,RT0006,943.87,2024-04-01,E53,C04,Confirmed,
TK0002252,SCH00944,PAS001713,Chair Car,RT0030,2008.33,2023-03-07,D4,C03,Confirmed,
TK0002253,SCH00947,PAS000011,AC 2 Tier,RT0144,6689.67,2023-04-17,A27,C09,Confirmed,
TK0002254,SCH00150,PAS000244,Chair Car,RT0007,914.16,2023-10-11,B41,C06,Waitlisted,
TK0002255,SCH00786,PAS003016,AC 3 Tier,RT0145,1150.76,2023-02-19,E30,C05,Confirmed,Senior Citizen
TK0002256,SCH00720,PAS001035,Sleeper,RT0081,1398.57,2023-12-17,D45,C15,Confirmed,
TK0002257,SCH00781,PAS003487,First Class,RT0019,9132.63,2023-06-16,B30,C20,Confirmed,
TK0002258,SCH00020,PAS000794,AC 3 Tier,RT0006,811.99,2024-10-26,E29,C05,Confirmed,
TK0002259,SCH00665,PAS001353,AC 2 Tier,RT0150,3284.91,2023-03-20,A30,C07,Confirmed,
TK0002260,SCH00888,PAS004490,General,RT0121,495.77,2023-07-16,D53,C04,Confirmed,Military
TK0002261,SCH00846,PAS000498,Chair Car,RT0035,2607.93,2023-08-09,B35,C12,Confirmed,
TK0002262,SCH00145,PAS003305,Vistadome,RT0024,1613.93,2023-10-14,D51,C17,Confirmed,
TK0002263,SCH00063,PAS000822,AC 2 Tier,RT0111,3590.34,2024-10-23,B11,C11,Waitlisted,
TK0002264,SCH00118,PAS000147,First Class,RT0004,3724.12,2023-05-06,E35,C06,Waitlisted,
TK0002265,SCH00290,PAS003882,Sleeper,RT0088,1223.78,2024-03-13,D20,C20,Waitlisted,Senior Citizen
TK0002266,SCH00864,PAS003963,AC 3 Tier,RT0149,463.37,2024-10-21,D37,C17,Confirmed,Student
TK0002267,SCH00229,PAS002217,AC 2 Tier,RT0058,3268.84,2024-11-25,C53,C07,Confirmed,Senior Citizen
TK0002268,SCH00428,PAS004927,First Class,RT0130,4552.07,2024-01-22,B14,C04,Confirmed,Senior Citizen
TK0002269,SCH00932,PAS000410,General,RT0088,618.34,2023-02-03,A42,C12,Confirmed,
TK0002270,SCH00537,PAS000080,AC 3 Tier,RT0067,2501.15,2024-11-02,C35,C12,Confirmed,Senior Citizen
TK0002271,SCH00834,PAS002987,Sleeper,RT0150,827.51,2023-10-03,C45,C08,Waitlisted,Student
TK0002272,SCH00966,PAS000285,AC 2 Tier,RT0076,2018.79,2023-04-04,C56,C19,Waitlisted,Student
TK0002273,SCH00774,PAS000144,General,RT0096,276.64,2023-05-18,C18,C20,Confirmed,Student
TK0002274,SCH00216,PAS000593,Vistadome,RT0026,2110.72,2024-10-02,E55,C10,Cancelled,
TK0002275,SCH00926,PAS002211,AC 3 Tier,RT0048,3048.6,2024-04-09,B10,C20,Confirmed,
TK0002276,SCH00513,PAS003761,Vistadome,RT0076,1291.19,2023-07-15,E53,C14,Waitlisted,
TK0002277,SCH00285,PAS002628,Vistadome,RT0088,3510.1,2023-03-04,C29,C18,Confirmed,
TK0002278,SCH00292,PAS000551,First Class,RT0051,10592.15,2023-01-02,B33,C03,Confirmed,Senior Citizen
TK0002279,SCH00345,PAS004618,Vistadome,RT0042,1294.86,2023-11-22,B7,C04,Cancelled,
TK0002280,SCH00746,PAS002313,First Class,RT0041,4962.06,2023-01-23,A6,C14,RAC,
TK0002281,SCH00849,PAS003022,First Class,RT0058,8114.32,2023-02-19,D56,C08,Confirmed,Military
TK0002282,SCH00303,PAS001584,AC 3 Tier,RT0082,3765.21,2024-02-20,A6,C12,Confirmed,
TK0002283,SCH00470,PAS002992,Vistadome,RT0085,6796.12,2023-03-10,E19,C03,Confirmed,
TK0002284,SCH00746,PAS003630,AC 3 Tier,RT0088,3198.95,2023-09-01,B45,C17,Confirmed,Senior Citizen
TK0002285,SCH00631,PAS003139,Vistadome,RT0039,1681.93,2023-03-20,D56,C15,Confirmed,
TK0002286,SCH00403,PAS001004,Vistadome,RT0109,7467.25,2024-02-17,C27,C13,Waitlisted,Military
TK0002287,SCH00412,PAS002540,Sleeper,RT0102,1296.39,2024-09-05,D23,C11,Confirmed,
TK0002288,SCH00119,PAS000691,Sleeper,RT0109,1607.58,2024-03-04,D30,C19,Confirmed,
TK0002289,SCH00907,PAS001505,AC 2 Tier,RT0150,3585.45,2023-03-30,B15,C10,Confirmed,
TK0002290,SCH00940,PAS001411,General,RT0081,594.95,2023-10-17,D12,C17,Confirmed,
TK0002291,SCH00789,PAS002331,First Class,RT0115,7724.3,2023-01-21,A32,C07,Confirmed,
TK0002292,SCH00758,PAS000458,Sleeper,RT0014,549.71,2024-03-26,E28,C16,Confirmed,Senior Citizen
TK0002293,SCH00377,PAS001759,AC 2 Tier,RT0086,2946.44,2024-06-08,C60,C18,Waitlisted,Student
TK0002294,SCH00103,PAS003508,Chair Car,RT0093,950.27,2023-03-20,E47,C18,Confirmed,Senior Citizen
TK0002295,SCH00643,PAS003218,Sleeper,RT0131,970.11,2023-04-09,D20,C18,Waitlisted,
TK0002296,SCH00007,PAS004285,Chair Car,RT0095,238.21,2023-03-06,D20,C14,Waitlisted,
TK0002297,SCH00873,PAS003079,AC 3 Tier,RT0044,210.42,2024-04-15,B35,C14,Confirmed,
TK0002298,SCH00101,PAS001162,Sleeper,RT0117,606.75,2024-01-04,D48,C11,RAC,
TK0002299,SCH00238,PAS004976,Sleeper,RT0097,1528.12,2023-03-21,A60,C16,Cancelled,
TK0002300,SCH00507,PAS001337,Vistadome,RT0050,4839.68,2024-06-08,D27,C03,Cancelled,
TK0002301,SCH00443,PAS003369,AC 2 Tier,RT0121,4021.96,2024-07-12,D17,C01,Cancelled,
TK0002302,SCH00113,PAS001042,Vistadome,RT0051,4395.07,2023-06-22,E46,C09,Waitlisted,
TK0002303,SCH00460,PAS001428,AC 2 Tier,RT0068,3004.93,2024-06-15,A30,C14,Confirmed,Senior Citizen
TK0002304,SCH00189,PAS003463,Sleeper,RT0078,1347.77,2023-12-25,A2,C19,Confirmed,Military
TK0002305,SCH00941,PAS003919,General,RT0019,563.39,2024-10-16,B14,C17,Confirmed,
TK0002306,SCH00013,PAS001812,Chair Car,RT0062,886.64,2023-04-15,C26,C14,RAC,
TK0002307,SCH00198,PAS002036,Chair Car,RT0011,270.86,2023-02-25,C6,C20,Confirmed,
TK0002308,SCH00395,PAS000472,First Class,RT0146,11504.92,2023-07-17,B20,C20,Confirmed,Senior Citizen
TK0002309,SCH00427,PAS004686,Sleeper,RT0017,154.76,2023-06-28,B1,C18,Waitlisted,
TK0002310,SCH00896,PAS002937,General,RT0099,473.17,2024-08-09,A60,C09,Confirmed,
TK0002311,SCH00275,PAS000801,First Class,RT0020,8508.01,2023-02-05,A13,C01,Confirmed,
TK0002312,SCH00539,PAS002863,AC 3 Tier,RT0147,1908.81,2023-09-14,A41,C01,Confirmed,
TK0002313,SCH00021,PAS004219,General,RT0002,542.18,2023-01-09,D58,C09,RAC,Senior Citizen
TK0002314,SCH00536,PAS003972,AC 2 Tier,RT0136,4663.46,2023-08-04,C51,C02,Confirmed,Student
TK0002315,SCH00250,PAS004110,First Class,RT0018,2954.65,2023-08-29,E39,C20,Waitlisted,
TK0002316,SCH00705,PAS001884,AC 2 Tier,RT0073,682.87,2023-10-30,C44,C09,Confirmed,Military
TK0002317,SCH00928,PAS000191,AC 2 Tier,RT0113,7563.08,2024-02-05,B42,C02,RAC,
TK0002318,SCH00615,PAS002641,AC 3 Tier,RT0102,3194.45,2023-08-10,C45,C12,Waitlisted,
TK0002319,SCH00531,PAS001397,Vistadome,RT0076,1447.49,2024-03-04,D28,C08,Confirmed,
TK0002320,SCH00114,PAS001133,General,RT0022,553.28,2023-01-25,D40,C19,Confirmed,Military
TK0002321,SCH00997,PAS003774,AC 3 Tier,RT0051,3717.73,2024-12-03,B56,C18,Waitlisted,
TK0002322,SCH00645,PAS002048,First Class,RT0147,5561.49,2023-10-22,C29,C02,Waitlisted,Senior Citizen
TK0002323,SCH00062,PAS000938,AC 2 Tier,RT0009,2454.18,2023-11-09,B18,C07,Confirmed,Student
TK0002324,SCH00158,PAS004993,AC 3 Tier,RT0052,2591.28,2023-07-04,D12,C04,Cancelled,
TK0002325,SCH00200,PAS001961,AC 2 Tier,RT0115,3273.88,2024-09-29,B2,C11,Confirmed,Senior Citizen
TK0002326,SCH00840,PAS000565,AC 3 Tier,RT0137,3328.8,2023-03-02,D33,C06,Confirmed,
TK0002327,SCH00137,PAS004188,First Class,RT0009,3126.93,2024-12-11,C24,C13,Confirmed,Senior Citizen
TK0002328,SCH00902,PAS001911,Sleeper,RT0013,1516.17,2024-01-12,E45,C02,Confirmed,
TK0002329,SCH00984,PAS004729,First Class,RT0011,1364.71,2023-05-09,D30,C10,Confirmed,Senior Citizen
TK0002330,SCH00331,PAS004802,Vistadome,RT0058,2936.06,2024-11-02,D59,C03,Confirmed,Senior Citizen
TK0002331,SCH00963,PAS002972,Chair Car,RT0109,2230.35,2024-05-31,D2,C14,Confirmed,
TK0002332,SCH00769,PAS000646,Vistadome,RT0063,1691.95,2024-08-06,B5,C06,Confirmed,
TK0002333,SCH00409,PAS004072,AC 3 Tier,RT0110,1343.03,2023-08-13,D15,C02,Confirmed,
TK0002334,SCH00044,PAS001620,AC 2 Tier,RT0008,6257.09,2023-02-26,C9,C02,Confirmed,
TK0002335,SCH00625,PAS002814,Chair Car,RT0135,959.44,2023-07-23,C9,C10,Cancelled,
TK0002336,SCH00834,PAS000817,Chair Car,RT0020,1925.98,2023-01-24,E47,C18,Waitlisted,
TK0002337,SCH00075,PAS000535,AC 2 Tier,RT0064,7575.25,2024-08-27,D36,C12,Confirmed,
TK0002338,SCH00997,PAS002166,First Class,RT0097,12854.42,2024-12-08,D28,C13,Confirmed,Senior Citizen
TK0002339,SCH00056,PAS000216,Chair Car,RT0125,461.24,2023-11-17,A16,C17,RAC,Student
TK0002340,SCH00298,PAS003544,Vistadome,RT0069,1440.12,2024-11-08,C2,C17,Confirmed,
TK0002341,SCH00689,PAS003695,Sleeper,RT0073,115.86,2023-09-26,C50,C12,Confirmed,
TK0002342,SCH00377,PAS004194,General,RT0123,802.99,2023-10-21,B7,C02,Confirmed,
TK0002343,SCH00557,PAS000367,AC 2 Tier,RT0073,662.49,2023-12-16,D54,C19,Confirmed,
TK0002344,SCH00524,PAS004834,General,RT0060,465.35,2024-02-17,A34,C14,Waitlisted,Military
TK0002345,SCH00030,PAS003840,AC 2 Tier,RT0057,1594.17,2023-12-27,B43,C19,Confirmed,
TK0002346,SCH00385,PAS003699,Vistadome,RT0109,7061.83,2023-11-30,A56,C09,Confirmed,
TK0002347,SCH00528,PAS001964,General,RT0106,520.69,2024-03-27,C19,C17,Cancelled,
TK0002348,SCH00949,PAS002457,Chair Car,RT0051,2252.23,2024-07-07,B51,C17,Confirmed,
TK0002349,SCH00749,PAS003008,AC 3 Tier,RT0106,2163.87,2024-11-10,D51,C03,Cancelled,Senior Citizen
TK0002350,SCH00508,PAS004119,Sleeper,RT0066,801.34,2024-09-27,D42,C18,Confirmed,Senior Citizen
TK0002351,SCH00822,PAS002540,AC 2 Tier,RT0090,5404.13,2023-05-06,E11,C12,Confirmed,Military
TK0002352,SCH00595,PAS000882,AC 2 Tier,RT0140,1313.6,2023-12-31,D17,C11,Confirmed,
TK0002353,SCH00519,PAS004695,AC 3 Tier,RT0026,1388.75,2023-09-22,A23,C17,Cancelled,
TK0002354,SCH00534,PAS003276,Vistadome,RT0066,3235.22,2023-01-14,A36,C09,Waitlisted,
TK0002355,SCH00751,PAS004081,Sleeper,RT0067,861.23,2023-06-24,D58,C18,Confirmed,Student
TK0002356,SCH00989,PAS000970,Sleeper,RT0084,171.7,2023-10-24,B57,C05,Confirmed,
TK0002357,SCH00284,PAS003465,AC 3 Tier,RT0009,1022.57,2023-05-24,C59,C16,Confirmed,
TK0002358,SCH00868,PAS001907,AC 2 Tier,RT0124,924.78,2023-09-24,D26,C15,Cancelled,
TK0002359,SCH00798,PAS000231,AC 3 Tier,RT0038,3820.39,2024-12-26,A41,C06,Confirmed,
TK0002360,SCH00085,PAS002933,AC 2 Tier,RT0124,950.4,2023-01-21,E55,C10,Cancelled,Senior Citizen
TK0002361,SCH00104,PAS004464,Chair Car,RT0090,1347.22,2024-11-14,E27,C17,Confirmed,
TK0002362,SCH00760,PAS003433,AC 3 Tier,RT0137,3598,2023-06-20,A33,C05,Cancelled,
TK0002363,SCH00029,PAS003062,General,RT0108,436.49,2023-03-13,B13,C08,Confirmed,
TK0002364,SCH00284,PAS003652,Chair Car,RT0063,540.6,2023-06-30,D51,C06,Confirmed,
TK0002365,SCH00932,PAS004010,AC 2 Tier,RT0139,8024.88,2024-06-05,A7,C14,Confirmed,
TK0002366,SCH00942,PAS003656,Sleeper,RT0129,1069.39,2023-05-25,A18,C15,Confirmed,Student
TK0002367,SCH00394,PAS001660,Sleeper,RT0081,1565.89,2024-08-04,B34,C02,Confirmed,
TK0002368,SCH00667,PAS003807,General,RT0101,218.03,2023-09-25,A6,C17,Waitlisted,
TK0002369,SCH00169,PAS004576,AC 3 Tier,RT0072,4143.95,2023-09-26,C3,C05,Confirmed,Senior Citizen
TK0002370,SCH00047,PAS004202,AC 3 Tier,RT0086,2326.83,2023-06-08,E48,C19,Confirmed,Senior Citizen
