booking_id,ticket_id,booking_date,booking_channel,base_fare,convenience_fee,total_amount,booking_status,pnr_number
BK0000614,TK0000614,2024-10-29,IRCTC,1853.31,14.86,1868.17,Confirmed,PNR6320026533
BK0000615,TK0000615,2023-07-08,IRCTC,699.15,49.68,748.83,Confirmed,PNR1097079713
BK0000616,TK0000616,2023-06-05,Online,2704.04,20.01,2724.05,Confirmed,PNR1268667548
BK0000617,TK0000617,2023-09-22,Online,1055.07,37.8,1092.87,Confirmed,PNR9661721847
BK0000618,TK0000618,2024-03-11,IRCTC,528.63,35.45,564.08,Confirmed,PNR8420246779
BK0000619,TK0000619,2023-11-07,IRCTC,7853.05,46.26,7899.31,Confirmed,PNR8430674762
BK0000620,TK0000620,2023-07-30,Counter,1189.23,0,1189.23,Confirmed,PNR5613380321
BK0000621,TK0000621,2023-02-22,Agent,4118.79,0,4118.79,Confirmed,PNR4703647326
BK0000622,TK0000622,2024-05-30,IRCTC,1207.84,27.01,1234.85,Confirmed,PNR3015630755
BK0000623,TK0000623,2023-10-27,Mobile App,1288.97,31.85,1320.82,Confirmed,PNR9796019168
BK0000624,TK0000624,2024-06-13,Agent,906.56,0,906.56,Confirmed,PNR6233217222
BK0000625,TK0000625,2024-10-01,Online,5641.83,35.32,5677.15,Confirmed,PNR2972017344
BK0000626,TK0000626,2023-06-28,Mobile App,2695.64,15.94,2711.58,Cancelled,PNR8774952489
BK0000627,TK0000627,2023-02-13,Online,401.72,35.12,436.84,Cancelled,PNR9060534409
BK0000628,TK0000628,2024-03-11,Online,744.41,26.48,770.89,Confirmed,PNR2476351583
BK0000629,TK0000629,2024-07-04,Mobile App,3062.23,19.17,3081.4,Confirmed,PNR9020658682
BK0000630,TK0000630,2023-09-30,Agent,60.24,0,60.24,Confirmed,PNR1479525309
BK0000631,TK0000631,2023-11-16,IRCTC,3007.8,35.22,3043.02,Confirmed,PNR7352830164
BK0000632,TK0000632,2023-03-21,Online,1127.14,13.49,1140.63,Confirmed,PNR2184345593
BK0000633,TK0000633,2023-01-29,IRCTC,494.56,42.07,536.63,Cancelled,PNR6041378365
BK0000634,TK0000634,2023-04-04,IRCTC,39.11,27.78,66.89,Cancelled,PNR1686730950
BK0000635,TK0000635,2023-05-22,IRCTC,299.82,41.4,341.22,Confirmed,PNR2898370647
BK0000636,TK0000636,2023-06-12,IRCTC,3636.98,28.45,3665.43,Confirmed,PNR8220796964
BK0000637,TK0000637,2024-11-07,Agent,183.13,0,183.13,Confirmed,PNR5431357398
BK0000638,TK0000638,2024-07-09,Agent,4064.33,0,4064.33,Confirmed,PNR3549349826
BK0000639,TK0000639,2024-12-08,Counter,7066.26,0,7066.26,Confirmed,PNR2809024084
BK0000640,TK0000640,2023-10-22,Agent,91.32,0,91.32,Confirmed,PNR6162985896
BK0000641,TK0000641,2024-05-02,Online,6954.8,25.38,6980.18,Confirmed,PNR5384706387
BK0000642,TK0000642,2023-10-10,Mobile App,4298.79,47.73,4346.52,Confirmed,PNR6827739419
BK0000643,TK0000643,2024-12-08,Counter,2868.78,0,2868.78,Confirmed,PNR1386838980
BK0000644,TK0000644,2023-04-03,Counter,1270.42,0,1270.42,Confirmed,PNR2115204589
BK0000645,TK0000645,2024-10-26,Counter,4182.77,0,4182.77,Confirmed,PNR9203423359
BK0000646,TK0000646,2024-09-17,Counter,480.9,0,480.9,Confirmed,PNR7440828873
BK0000647,TK0000647,2024-12-08,IRCTC,1283.13,31.5,1314.63,Confirmed,PNR4060185441
BK0000648,TK0000648,2023-08-25,IRCTC,1994.48,15.49,2009.97,Confirmed,PNR7400986196
BK0000649,TK0000649,2024-06-29,Agent,2346.05,0,2346.05,Confirmed,PNR8131947874
BK0000650,TK0000650,2023-06-26,Online,332.36,24.45,356.81,Confirmed,PNR9909709111
BK0000651,TK0000651,2024-05-16,Online,1005.71,48.75,1054.46,Confirmed,PNR7345230632
BK0000652,TK0000652,2024-10-22,Online,144.74,10.96,155.7,Confirmed,PNR8659763192
BK0000653,TK0000653,2023-10-14,Agent,2463.47,0,2463.47,Confirmed,PNR5732634884
BK0000654,TK0000654,2024-12-26,Agent,1585.3,0,1585.3,Cancelled,PNR3881808668
BK0000655,TK0000655,2024-02-16,Online,2485.51,32.06,2517.57,Confirmed,PNR4085615768
BK0000656,TK0000656,2023-03-13,IRCTC,1129.74,39.7,1169.44,Confirmed,PNR8230659611
BK0000657,TK0000657,2024-03-02,Online,463.23,12.57,475.8,Confirmed,PNR8292691799
BK0000658,TK0000658,2023-01-10,Mobile App,660.78,40.23,701.01,Confirmed,PNR6724075897
BK0000659,TK0000659,2024-09-02,Mobile App,1307.43,41.16,1348.59,Cancelled,PNR5539398352
BK0000660,TK0000660,2023-08-17,IRCTC,758.51,39.14,797.65,Confirmed,PNR8819580154
BK0000661,TK0000661,2023-06-21,Mobile App,1963.2,23.63,1986.83,Confirmed,PNR5759956191
BK0000662,TK0000662,2023-12-17,Online,5712.16,40.64,5752.8,Confirmed,PNR8059587912
BK0000663,TK0000663,2023-08-14,IRCTC,2861.23,18.37,2879.6,Confirmed,PNR8108014396
BK0000664,TK0000664,2023-08-03,IRCTC,1395.76,16.05,1411.81,Confirmed,PNR9205300300
BK0000665,TK0000665,2024-01-14,Mobile App,449.55,20.45,470,Pending,PNR4001131039
BK0000666,TK0000666,2023-11-11,IRCTC,833.35,18.79,852.14,Cancelled,PNR6278649269
BK0000667,TK0000667,2024-12-25,Mobile App,800.28,13.94,814.22,Pending,PNR8253171291
BK0000668,TK0000668,2023-04-23,IRCTC,1312.03,39.82,1351.85,Confirmed,PNR9409181555
BK0000669,TK0000669,2023-03-02,Mobile App,5839.72,21.65,5861.37,Pending,PNR8232933745
BK0000670,TK0000670,2024-03-08,Mobile App,4685.64,27.21,4712.85,Cancelled,PNR6188977596
BK0000671,TK0000671,2023-05-30,Agent,555.47,0,555.47,Confirmed,PNR3300384102
BK0000672,TK0000672,2024-08-06,Mobile App,1497.21,18.61,1515.82,Confirmed,PNR3022875263
BK0000673,TK0000673,2024-02-09,Counter,341.56,0,341.56,Pending,PNR1968446446
BK0000674,TK0000674,2024-05-29,IRCTC,3228.89,30.91,3259.8,Confirmed,PNR1361873796
BK0000675,TK0000675,2023-03-13,Online,130.33,23.54,153.87,Confirmed,PNR3586066636
BK0000676,TK0000676,2024-05-19,Mobile App,1709.12,18.16,1727.28,Confirmed,PNR6491419532
BK0000677,TK0000677,2024-06-21,Online,11616.98,37.7,11654.68,Confirmed,PNR1829133366
BK0000678,TK0000678,2024-03-05,Mobile App,1287.95,15.86,1303.81,Confirmed,PNR1639388449
BK0000679,TK0000679,2024-03-06,Mobile App,1031.21,32.19,1063.4,Confirmed,PNR2429972528
BK0000680,TK0000680,2024-09-11,Mobile App,793.5,26.44,819.94,Confirmed,PNR4741758046
BK0000681,TK0000681,2024-02-05,Agent,928.27,0,928.27,Confirmed,PNR4890539199
BK0000682,TK0000682,2024-04-23,IRCTC,1648.4,15.14,1663.54,Confirmed,PNR2971900699
BK0000683,TK0000683,2023-06-29,Agent,3529.47,0,3529.47,Confirmed,PNR1794009513
BK0000684,TK0000684,2023-04-02,Online,3003.46,10.75,3014.21,Confirmed,PNR3918541326
BK0000685,TK0000685,2024-06-22,Online,9227.98,36.81,9264.79,Cancelled,PNR9709039763
BK0000686,TK0000686,2024-03-13,IRCTC,1169.17,36.03,1205.2,Confirmed,PNR3013299702
BK0000687,TK0000687,2024-05-10,Counter,125.17,0,125.17,Cancelled,PNR2343310562
BK0000688,TK0000688,2023-01-25,Online,1843.37,15.14,1858.51,Confirmed,PNR9019164685
BK0000689,TK0000689,2023-04-01,IRCTC,1707.21,17.45,1724.66,Confirmed,PNR6971618247
BK0000690,TK0000690,2023-11-09,Mobile App,2844.69,31.18,2875.87,Confirmed,PNR7851071511
BK0000691,TK0000691,2023-02-25,Agent,5996.87,0,5996.87,Confirmed,PNR1279666469
BK0000692,TK0000692,2023-07-06,Counter,5495.56,0,5495.56,Confirmed,PNR5855133344
BK0000693,TK0000693,2023-11-15,Online,3289.64,33.48,3323.12,Cancelled,PNR9398871416
BK0000694,TK0000694,2023-12-06,Counter,1819.3,0,1819.3,Confirmed,PNR9104907243
BK0000695,TK0000695,2024-06-10,IRCTC,3817.25,12.72,3829.97,Confirmed,PNR8343073547
BK0000696,TK0000696,2023-10-11,Mobile App,1456.57,10.53,1467.1,Confirmed,PNR2628836344
BK0000697,TK0000697,2024-06-15,Mobile App,374.88,14.55,389.43,Confirmed,PNR7678769231
BK0000698,TK0000698,2024-08-04,Agent,742.33,0,742.33,Confirmed,PNR6366495992
BK0000699,TK0000699,2024-08-09,Mobile App,2508.08,24.74,2532.82,Confirmed,PNR9506323769
BK0000700,TK0000700,2023-09-30,Agent,525.23,0,525.23,Cancelled,PNR4150455581
BK0000701,TK0000701,2024-06-16,Mobile App,283.4,27.92,311.32,Confirmed,PNR9882893363
BK0000702,TK0000702,2023-03-15,Counter,4430.3,0,4430.3,Confirmed,PNR4188004429
BK0000703,TK0000703,2023-08-01,Mobile App,5938.88,32.91,5971.79,Confirmed,PNR7378607412
BK0000704,TK0000704,2024-09-15,Counter,5791.71,0,5791.71,Confirmed,PNR8009697281
BK0000705,TK0000705,2023-08-29,Agent,489.57,0,489.57,Confirmed,PNR9513740843
BK0000706,TK0000706,2024-12-20,Agent,947.17,0,947.17,Confirmed,PNR4649780349
BK0000707,TK0000707,2023-12-20,Counter,2016.43,0,2016.43,Confirmed,PNR8841566673
BK0000708,TK0000708,2023-03-28,IRCTC,2097.19,47.5,2144.69,Cancelled,PNR1916319777
BK0000709,TK0000709,2023-07-31,IRCTC,1462.78,23.79,1486.57,Confirmed,PNR9407492719
BK0000710,TK0000710,2023-11-02,Counter,32.99,0,32.99,Confirmed,PNR3487826180
BK0000711,TK0000711,2024-12-07,Online,222.45,13.32,235.77,Cancelled,PNR5111744503
BK0000712,TK0000712,2024-03-24,Counter,794.8,0,794.8,Confirmed,PNR7262554019
BK0000713,TK0000713,2024-12-14,Counter,211.28,0,211.28,Pending,PNR3424742796
BK0000714,TK0000714,2023-02-27,Mobile App,1102.4,30.49,1132.89,Cancelled,PNR1004924375
BK0000715,TK0000715,2023-11-20,Online,2223.37,10.28,2233.65,Confirmed,PNR2888338675
BK0000716,TK0000716,2023-06-16,Mobile App,5816.47,20.49,5836.96,Confirmed,PNR8315596396
BK0000717,TK0000717,2024-12-29,Agent,998.78,0,998.78,Cancelled,PNR7406806047
BK0000718,TK0000718,2023-03-29,Agent,5159.16,0,5159.16,Confirmed,PNR3681957405
BK0000719,TK0000719,2024-01-20,IRCTC,605.96,17.78,623.74,Confirmed,PNR1918884868
BK0000720,TK0000720,2023-10-10,Mobile App,179.11,30.8,209.91,Confirmed,PNR5861681886
BK0000721,TK0000721,2023-01-11,Agent,4166.32,0,4166.32,Confirmed,PNR9042861074
BK0000722,TK0000722,2023-07-07,Counter,3197.8,0,3197.8,Confirmed,PNR1996299355
BK0000723,TK0000723,2023-05-22,Online,183.74,22.59,206.33,Confirmed,PNR6053190903
BK0000724,TK0000724,2024-07-24,Agent,1744.76,0,1744.76,Confirmed,PNR4575273666
BK0000725,TK0000725,2024-06-21,Mobile App,2736.1,33.62,2769.72,Confirmed,PNR9336827013
BK0000726,TK0000726,2024-06-09,Counter,1130.63,0,1130.63,Confirmed,PNR9460281801
BK0000727,TK0000727,2024-06-25,IRCTC,1663.9,40.51,1704.41,Confirmed,PNR7882787292
BK0000728,TK0000728,2024-08-28,Agent,233.33,0,233.33,Cancelled,PNR8516820722
BK0000729,TK0000729,2023-04-06,Online,1499.99,19.25,1519.24,Confirmed,PNR8354332368
BK0000730,TK0000730,2023-09-07,Agent,739.56,0,739.56,Confirmed,PNR1510611031
BK0000731,TK0000731,2023-05-04,Agent,1262.6,0,1262.6,Confirmed,PNR4694541120
BK0000732,TK0000732,2024-02-04,IRCTC,9499.89,28.89,9528.78,Confirmed,PNR9546601147
BK0000733,TK0000733,2023-04-13,Online,5456.31,30.98,5487.29,Confirmed,PNR9312126835
BK0000734,TK0000734,2023-11-26,Mobile App,7720.7,30.19,7750.89,Confirmed,PNR4391795879
BK0000735,TK0000735,2023-09-13,IRCTC,6975.97,13.79,6989.76,Pending,PNR6054149621
BK0000736,TK0000736,2023-02-27,IRCTC,2020.33,15.73,2036.06,Confirmed,PNR6270503887
BK0000737,TK0000737,2024-02-27,IRCTC,3186.75,21.9,3208.65,Confirmed,PNR9737189825
BK0000738,TK0000738,2023-05-04,Counter,1002.99,0,1002.99,Confirmed,PNR7333480692
BK0000739,TK0000739,2023-01-16,Agent,337.28,0,337.28,Confirmed,PNR4573041624
BK0000740,TK0000740,2024-10-21,IRCTC,5201.05,40.6,5241.65,Confirmed,PNR3182492295
BK0000741,TK0000741,2023-04-13,Counter,6870.67,0,6870.67,Confirmed,PNR3542371109
BK0000742,TK0000742,2023-05-05,Counter,956.18,0,956.18,Confirmed,PNR8030685352
BK0000743,TK0000743,2024-02-07,Online,1347.92,41.66,1389.58,Pending,PNR3440162793
BK0000744,TK0000744,2024-05-20,Agent,1402.95,0,1402.95,Confirmed,PNR1923621135
BK0000745,TK0000745,2023-09-11,Agent,9122.61,0,9122.61,Confirmed,PNR1990805523
BK0000746,TK0000746,2024-04-19,IRCTC,754.41,17,771.41,Confirmed,PNR4111311955
BK0000747,TK0000747,2023-01-27,Counter,2108.35,0,2108.35,Confirmed,PNR3723767799
BK0000748,TK0000748,2023-01-21,Mobile App,2063.27,36.32,2099.59,Confirmed,PNR3525112314
BK0000749,TK0000749,2023-04-21,Online,2453.43,32.67,2486.1,Cancelled,PNR1235327438
BK0000750,TK0000750,2024-05-16,Agent,879.53,0,879.53,Confirmed,PNR1755023629
BK0000751,TK0000751,2024-07-22,Counter,1477.13,0,1477.13,Confirmed,PNR2614655637
BK0000752,TK0000752,2024-01-18,Counter,3192.28,0,3192.28,Confirmed,PNR1185672204
BK0000753,TK0000753,2023-06-18,Online,13731.44,26.29,13757.73,Cancelled,PNR7624582077
BK0000754,TK0000754,2023-11-25,Online,1750.79,39.56,1790.35,Confirmed,PNR5520007331
BK0000755,TK0000755,2024-06-10,IRCTC,4636.86,28.46,4665.32,Confirmed,PNR7613502196
BK0000756,TK0000756,2023-01-07,IRCTC,69.44,31.49,100.93,Confirmed,PNR2812753763
BK0000757,TK0000757,2023-06-17,Mobile App,3292.66,45.2,3337.86,Pending,PNR8417036685
BK0000758,TK0000758,2023-04-19,Mobile App,2725.95,24.18,2750.13,Pending,PNR9104219672
BK0000759,TK0000759,2024-10-17,Mobile App,4269.72,40.05,4309.77,Confirmed,PNR7242117833
BK0000760,TK0000760,2023-09-20,Mobile App,869.48,29.74,899.22,Confirmed,PNR7786285262
BK0000761,TK0000761,2023-06-24,IRCTC,4098.97,46.1,4145.07,Confirmed,PNR8424543183
BK0000762,TK0000762,2023-06-14,IRCTC,235.94,29.66,265.6,Pending,PNR8845077600
BK0000763,TK0000763,2024-04-21,Mobile App,747.26,25.3,772.56,Confirmed,PNR3134016880
BK0000764,TK0000764,2024-03-25,IRCTC,208.98,32.71,241.69,Confirmed,PNR7374552428
BK0000765,TK0000765,2023-08-28,Mobile App,502.53,44.04,546.57,Cancelled,PNR7739200486
BK0000766,TK0000766,2023-02-08,Online,3029.7,22.55,3052.25,Confirmed,PNR4892515027
BK0000767,TK0000767,2023-02-02,Mobile App,1184.94,34.46,1219.4,Confirmed,PNR6983145639
BK0000768,TK0000768,2023-02-08,Mobile App,833.63,26.21,859.84,Confirmed,PNR8491164338
BK0000769,TK0000769,2023-05-06,Mobile App,4124.19,17.48,4141.67,Cancelled,PNR9196160688
BK0000770,TK0000770,2024-07-13,IRCTC,2144.16,29.33,2173.49,Cancelled,PNR1811953356
BK0000771,TK0000771,2024-11-30,Agent,2775.36,0,2775.36,Confirmed,PNR2530800496
BK0000772,TK0000772,2024-06-05,Mobile App,4540.58,42.95,4583.53,Confirmed,PNR4188127079
BK0000773,TK0000773,2023-01-19,Agent,870.2,0,870.2,Confirmed,PNR3587588933
BK0000774,TK0000774,2023-08-09,Mobile App,1130.04,14.88,1144.92,Confirmed,PNR6615807841
BK0000775,TK0000775,2024-09-14,Counter,1761.31,0,1761.31,Confirmed,PNR1989359502
BK0000776,TK0000776,2024-02-28,Mobile App,2000.11,38.41,2038.52,Confirmed,PNR9856124705
BK0000777,TK0000777,2024-09-28,Mobile App,1182.12,47.55,1229.67,Confirmed,PNR4273627669
BK0000778,TK0000778,2023-08-21,Online,1617.3,29.13,1646.43,Confirmed,PNR1011206241
BK0000779,TK0000779,2024-10-09,Counter,828.73,0,828.73,Confirmed,PNR5652089583
BK0000780,TK0000780,2024-03-01,IRCTC,191.54,13.06,204.6,Cancelled,PNR7118699355
BK0000781,TK0000781,2023-11-17,IRCTC,10117.21,22.37,10139.58,Confirmed,PNR1313273004
BK0000782,TK0000782,2024-11-13,Agent,708.68,0,708.68,Confirmed,PNR4389277678
BK0000783,TK0000783,2024-11-15,Online,1287.9,17.11,1305.01,Confirmed,PNR8183710214
BK0000784,TK0000784,2024-12-21,IRCTC,782.75,42.35,825.1,Confirmed,PNR9159742931
BK0000785,TK0000785,2024-02-03,Online,6613.38,19.2,6632.58,Confirmed,PNR2526953229
BK0000786,TK0000786,2024-10-03,Online,600.62,27.7,628.32,Confirmed,PNR1280114721
BK0000787,TK0000787,2023-04-04,Agent,3656.61,0,3656.61,Confirmed,PNR4512528248
BK0000788,TK0000788,2024-01-30,Mobile App,1439.38,29.31,1468.69,Confirmed,PNR5640254191
BK0000789,TK0000789,2023-08-07,Agent,3085.19,0,3085.19,Confirmed,PNR1718773929
BK0000790,TK0000790,2023-12-23,Online,6380.71,39.69,6420.4,Confirmed,PNR5394031434
BK0000791,TK0000791,2024-01-23,Online,757.75,24.86,782.61,Confirmed,PNR9750904466
BK0000792,TK0000792,2023-04-28,Online,3435.81,27.04,3462.85,Confirmed,PNR9065274023
BK0000793,TK0000793,2023-02-19,IRCTC,331.96,10.4,342.36,Cancelled,PNR4473900169
BK0000794,TK0000794,2023-06-15,Counter,472.12,0,472.12,Confirmed,PNR1775348626
BK0000795,TK0000795,2024-02-26,Agent,67.17,0,67.17,Confirmed,PNR2841203894
BK0000796,TK0000796,2023-10-23,Online,378.03,14.48,392.51,Confirmed,PNR9911306793
BK0000797,TK0000797,2023-12-19,Online,807.61,47.37,854.98,Confirmed,PNR6211504894
BK0000798,TK0000798,2024-01-18,IRCTC,730.65,35.2,765.85,Confirmed,PNR9513293258
BK0000799,TK0000799,2023-04-15,Mobile App,1003.48,10.72,1014.2,Confirmed,PNR3104346904
BK0000800,TK0000800,2023-10-11,Mobile App,156.78,16.72,173.5,Confirmed,PNR9588170879
BK0000801,TK0000801,2023-03-30,Online,513.7,20.15,533.85,Confirmed,PNR6457006424
BK0000802,TK0000802,2024-08-08,Online,4378.29,10.27,4388.56,Confirmed,PNR4944868038
BK0000803,TK0000803,2023-11-05,IRCTC,2420.68,36.29,2456.97,Cancelled,PNR5357363987
BK0000804,TK0000804,2024-02-13,IRCTC,4100.04,41.35,4141.39,Confirmed,PNR5507224718
BK0000805,TK0000805,2023-04-16,Mobile App,5185.02,16,5201.02,Confirmed,PNR2661621016
BK0000806,TK0000806,2024-10-18,Online,2082.84,12.32,2095.16,Confirmed,PNR1266823570
BK0000807,TK0000807,2023-09-10,Agent,2024.71,0,2024.71,Confirmed,PNR1230851165
BK0000808,TK0000808,2023-12-27,Agent,1075.75,0,1075.75,Confirmed,PNR6960301306
BK0000809,TK0000809,2023-03-15,Mobile App,6626.89,32.94,6659.83,Confirmed,PNR7416501258
BK0000810,TK0000810,2024-04-11,Counter,227.33,0,227.33,Confirmed,PNR8974922996
BK0000811,TK0000811,2024-02-02,Online,1307.42,38.4,1345.82,Confirmed,PNR2615774755
BK0000812,TK0000812,2023-07-01,Agent,1794.44,0,1794.44,Cancelled,PNR1512310302
BK0000813,TK0000813,2024-11-19,Counter,4768.14,0,4768.14,Confirmed,PNR8066045832
BK0000814,TK0000814,2024-08-15,Agent,836.41,0,836.41,Confirmed,PNR5537613824
BK0000815,TK0000815,2024-05-05,Agent,1518.55,0,1518.55,Confirmed,PNR9358199277
BK0000816,TK0000816,2024-12-20,Online,3534.86,19.37,3554.23,Confirmed,PNR7132507927
BK0000817,TK0000817,2024-04-09,Mobile App,10808.4,38.96,10847.36,Confirmed,PNR6915177571
BK0000818,TK0000818,2023-06-26,Agent,62.16,0,62.16,Confirmed,PNR3365640379
BK0000819,TK0000819,2023-05-25,Agent,481.14,0,481.14,Confirmed,PNR2303816606
BK0000820,TK0000820,2023-10-06,Mobile App,755.54,49.14,804.68,Cancelled,PNR6409231095
BK0000821,TK0000821,2024-01-24,Agent,7151.45,0,7151.45,Confirmed,PNR6364215896
BK0000822,TK0000822,2024-10-29,IRCTC,5952.52,33.52,5986.04,Confirmed,PNR9650028704
BK0000823,TK0000823,2024-11-02,Counter,4618.54,0,4618.54,Confirmed,PNR8430748895
BK0000824,TK0000824,2023-11-18,Online,4261.98,21.22,4283.2,Confirmed,PNR8627620003
BK0000825,TK0000825,2024-10-07,Counter,943.62,0,943.62,Confirmed,PNR2712406997
BK0000826,TK0000826,2023-06-06,Mobile App,71.95,34.81,106.76,Confirmed,PNR6156113507
BK0000827,TK0000827,2024-01-28,Counter,2475.7,0,2475.7,Cancelled,PNR7353228583
BK0000828,TK0000828,2023-08-28,Mobile App,1324.94,45.47,1370.41,Confirmed,PNR3948281293
BK0000829,TK0000829,2024-12-25,Agent,692.15,0,692.15,Confirmed,PNR5033366831
BK0000830,TK0000830,2024-01-28,Mobile App,2619.88,40.37,2660.25,Confirmed,PNR3822823286
BK0000831,TK0000831,2024-10-09,Mobile App,2089.96,23.2,2113.16,Confirmed,PNR1318096112
BK0000832,TK0000832,2023-08-28,Mobile App,4957.19,18.1,4975.29,Confirmed,PNR7878592787
BK0000833,TK0000833,2023-12-10,Counter,1115.93,0,1115.93,Pending,PNR6660645898
BK0000834,TK0000834,2024-05-05,Counter,872.22,0,872.22,Confirmed,PNR5443317826
BK0000835,TK0000835,2024-02-21,Online,631.06,45.85,676.91,Confirmed,PNR3969917159
BK0000836,TK0000836,2024-07-17,Mobile App,644.88,31.35,676.23,Confirmed,PNR9330494311
BK0000837,TK0000837,2024-03-17,Counter,423.97,0,423.97,Cancelled,PNR4592837718
BK0000838,TK0000838,2023-03-28,Online,766.39,46.97,813.36,Confirmed,PNR2505634856
BK0000839,TK0000839,2024-12-13,Mobile App,5546.53,12.3,5558.83,Confirmed,PNR3329552884
BK0000840,TK0000840,2023-02-02,Online,6874.19,30.96,6905.15,Confirmed,PNR3730747676
BK0000841,TK0000841,2024-04-21,Mobile App,10581.14,44.16,10625.3,Confirmed,PNR6747047502
BK0000842,TK0000842,2024-03-28,Counter,1863.42,0,1863.42,Confirmed,PNR7845260761
BK0000843,TK0000843,2023-09-26,Agent,127.46,0,127.46,Confirmed,PNR6701941455
BK0000844,TK0000844,2024-10-06,Mobile App,2777.76,32.7,2810.46,Confirmed,PNR4992518110
BK0000845,TK0000845,2023-12-20,Online,6832.31,46.86,6879.17,Confirmed,PNR4414550774
BK0000846,TK0000846,2024-09-23,IRCTC,949.95,43.58,993.53,Confirmed,PNR2666363237
BK0000847,TK0000847,2024-09-06,Agent,144.83,0,144.83,Confirmed,PNR8778083747
BK0000848,TK0000848,2024-06-11,Counter,631.24,0,631.24,Confirmed,PNR5986385738
BK0000849,TK0000849,2023-11-19,IRCTC,6655.52,21.65,6677.17,Confirmed,PNR3799378186
BK0000850,TK0000850,2024-11-11,IRCTC,2577.24,45.38,2622.62,Confirmed,PNR2620535116
BK0000851,TK0000851,2023-04-16,Agent,414.14,0,414.14,Confirmed,PNR2570705079
BK0000852,TK0000852,2024-01-22,IRCTC,368.85,28.42,397.27,Confirmed,PNR2068755314
BK0000853,TK0000853,2024-03-28,Agent,9445.67,0,9445.67,Cancelled,PNR6017262573
BK0000854,TK0000854,2024-02-03,Online,2630.33,44.76,2675.09,Confirmed,PNR8648158595
BK0000855,TK0000855,2024-08-07,IRCTC,2128.75,13.84,2142.59,Confirmed,PNR6563348992
BK0000856,TK0000856,2024-05-25,Counter,4187.73,0,4187.73,Confirmed,PNR5475435274
BK0000857,TK0000857,2024-12-18,Counter,6963.37,0,6963.37,Cancelled,PNR2585379534
BK0000858,TK0000858,2023-04-09,Agent,2219.44,0,2219.44,Cancelled,PNR1575293173
BK0000859,TK0000859,2023-01-17,IRCTC,3140.91,47.02,3187.93,Confirmed,PNR5834413345
BK0000860,TK0000860,2023-08-04,Counter,153.37,0,153.37,Confirmed,PNR7414678887
BK0000861,TK0000861,2024-09-05,IRCTC,1478.41,35.99,1514.4,Confirmed,PNR8271872408
BK0000862,TK0000862,2023-12-20,Online,672.48,38.04,710.52,Cancelled,PNR1792753453
BK0000863,TK0000863,2023-04-27,IRCTC,1176.31,36.38,1212.69,Confirmed,PNR9618185693
BK0000864,TK0000864,2024-09-17,Online,351.5,20.91,372.41,Confirmed,PNR5502570910
BK0000865,TK0000865,2024-01-29,Online,1334.55,48.92,1383.47,Confirmed,PNR7160061224
BK0000866,TK0000866,2024-05-01,Mobile App,3456.94,17.26,3474.2,Confirmed,PNR3951396396
BK0000867,TK0000867,2024-08-04,Online,2228.33,45.69,2274.02,Confirmed,PNR7827792101
BK0000868,TK0000868,2023-07-31,Agent,1648.53,0,1648.53,Confirmed,PNR8628179408
BK0000869,TK0000869,2023-08-01,Online,1965.34,13.15,1978.49,Confirmed,PNR1408386609
BK0000870,TK0000870,2024-05-17,IRCTC,2803.99,36.87,2840.86,Confirmed,PNR6672952188
BK0000871,TK0000871,2023-12-23,IRCTC,3308.78,41.22,3350,Confirmed,PNR8817636486
BK0000872,TK0000872,2024-07-03,Counter,1161.39,0,1161.39,Confirmed,PNR3941165626
BK0000873,TK0000873,2024-08-04,IRCTC,1397.16,26.03,1423.19,Confirmed,PNR3190146585
BK0000874,TK0000874,2024-12-24,IRCTC,1770.79,22.21,1793,Confirmed,PNR8770342738
BK0000875,TK0000875,2024-03-01,Agent,3089.17,0,3089.17,Confirmed,PNR6749134350
BK0000876,TK0000876,2024-01-22,Online,10755.23,27.5,10782.73,Confirmed,PNR2795857465
BK0000877,TK0000877,2023-09-06,Mobile App,888.07,24.87,912.94,Confirmed,PNR4664439146
BK0000878,TK0000878,2024-07-01,Mobile App,3045.06,27.2,3072.26,Confirmed,PNR6976412026
BK0000879,TK0000879,2023-11-28,IRCTC,157.41,23.78,181.19,Cancelled,PNR9452343476
BK0000880,TK0000880,2023-08-22,Mobile App,2061.7,38.91,2100.61,Confirmed,PNR6074744828
BK0000881,TK0000881,2023-10-10,Agent,1546.66,0,1546.66,Confirmed,PNR1508867558
BK0000882,TK0000882,2023-10-11,IRCTC,788.89,39.45,828.34,Confirmed,PNR9675594848
BK0000883,TK0000883,2023-12-31,Agent,1312.87,0,1312.87,Cancelled,PNR3788558107
BK0000884,TK0000884,2024-05-21,Counter,839.33,0,839.33,Confirmed,PNR9251755817
BK0000885,TK0000885,2024-03-06,IRCTC,541.79,27.8,569.59,Confirmed,PNR7152797391
BK0000886,TK0000886,2023-11-15,Online,12474.88,31.26,12506.14,Cancelled,PNR8266976608
BK0000887,TK0000887,2024-07-18,IRCTC,2172.06,22.4,2194.46,Confirmed,PNR2380119496
BK0000888,TK0000888,2023-08-28,Agent,103.57,0,103.57,Confirmed,PNR9900055749
BK0000889,TK0000889,2023-06-24,Counter,896.16,0,896.16,Confirmed,PNR2260508586
BK0000890,TK0000890,2024-05-22,IRCTC,1639.82,48.89,1688.71,Cancelled,PNR8030222419
