delay_id,schedule_id,delay_reason,delay_minutes,affected_station_id,reported_date,impact_level,compensation_given,compensation_amount
DLY00320,SCH00866,Station Overcrowding,32,ST037,2024-09-09,Medium,FALSE,0
DLY00321,SCH00727,Technical Fault,278,ST037,2023-08-28,Medium,TRUE,1252.52
DLY00322,SCH00098,Weather,247,ST029,2023-05-29,Medium,TRUE,1620.48
DLY00323,SCH00851,Track Maintenance,224,ST057,2024-11-18,Critical,FALSE,0
DLY00324,SCH00501,Power Failure,128,ST018,2024-12-11,Medium,FALSE,0
DLY00325,SCH00056,Freight Priority,210,ST043,2024-09-11,High,TRUE,468.99
DLY00326,SCH00579,Weather,58,ST058,2023-03-20,High,FALSE,0
DLY00327,SCH00448,Congestion,101,ST072,2024-09-18,Medium,FALSE,0
DLY00328,SCH00887,Flood/Landslide,125,ST002,2023-08-03,Medium,TRUE,410.26
DLY00329,SCH00999,Freight Priority,147,ST031,2023-10-26,Low,TRUE,1378.63
DLY00330,SCH00201,Station Overcrowding,17,ST018,2024-12-18,High,TRUE,842.56
DLY00331,SCH00149,Technical Fault,296,ST046,2023-04-05,Medium,FALSE,0
DLY00332,SCH00120,Weather,175,ST032,2024-04-01,Medium,FALSE,0
DLY00333,SCH00066,Signal Failure,195,ST018,2023-04-30,Low,TRUE,882.79
DLY00334,SCH00060,Technical Fault,79,ST038,2023-10-26,Medium,TRUE,1465.47
DLY00335,SCH00260,Station Overcrowding,74,ST013,2024-03-07,Medium,TRUE,1299.27
DLY00336,SCH00878,Accident,283,ST034,2023-09-22,Low,FALSE,0
DLY00337,SCH00657,Station Overcrowding,242,ST027,2023-03-17,Low,FALSE,0
DLY00338,SCH00608,Weather,266,ST049,2024-09-16,Low,FALSE,0
DLY00339,SCH00046,Weather,167,ST017,2024-05-02,Medium,FALSE,0
DLY00340,SCH00067,Power Failure,88,ST041,2023-09-19,Critical,FALSE,0
DLY00341,SCH00164,Track Maintenance,52,ST071,2023-08-25,Medium,FALSE,0
DLY00342,SCH00321,Station Overcrowding,72,ST074,2023-08-01,High,FALSE,0
DLY00343,SCH00074,Power Failure,24,ST073,2023-02-03,Low,FALSE,0
DLY00344,SCH00004,Weather,97,ST057,2023-03-17,Medium,FALSE,0
DLY00345,SCH00742,Accident,197,ST039,2023-03-27,Medium,FALSE,0
DLY00346,SCH00760,Flood/Landslide,228,ST045,2023-08-28,Low,FALSE,0
DLY00347,SCH00888,Weather,227,ST054,2024-08-28,Low,TRUE,969.35
DLY00348,SCH00131,Power Failure,225,ST023,2023-04-24,Medium,TRUE,723.56
DLY00349,SCH00172,Weather,50,ST056,2023-01-10,Critical,FALSE,0
DLY00350,SCH00773,Signal Failure,170,ST043,2024-01-13,High,TRUE,1419.28
DLY00351,SCH00224,Freight Priority,9,ST073,2023-04-30,Low,FALSE,0
DLY00352,SCH00697,Station Overcrowding,206,ST011,2024-12-29,Low,FALSE,0
DLY00353,SCH00486,Station Overcrowding,247,ST069,2024-05-29,High,FALSE,0
DLY00354,SCH00295,Accident,185,ST022,2023-01-13,Medium,FALSE,0
DLY00355,SCH00733,Congestion,225,ST039,2023-02-28,Medium,TRUE,513.68
DLY00356,SCH00211,Freight Priority,20,ST032,2023-03-16,Medium,TRUE,475.79
DLY00357,SCH00244,Freight Priority,16,ST065,2023-02-09,Critical,FALSE,0
DLY00358,SCH00197,Accident,54,ST007,2024-11-07,High,FALSE,0
DLY00359,SCH00851,Track Maintenance,179,ST052,2024-05-20,Medium,TRUE,1282.34
DLY00360,SCH00371,Power Failure,42,ST041,2024-05-03,Medium,TRUE,1475.93
DLY00361,SCH00625,Freight Priority,163,ST061,2024-03-04,Low,FALSE,0
DLY00362,SCH00875,Freight Priority,157,ST038,2023-06-28,Critical,TRUE,201.35
DLY00363,SCH00572,Technical Fault,166,ST025,2024-03-21,Low,TRUE,979.75
DLY00364,SCH00532,Power Failure,15,ST034,2024-07-17,High,TRUE,1339.54
DLY00365,SCH00702,Technical Fault,182,ST040,2023-07-05,High,FALSE,0
DLY00366,SCH00986,Flood/Landslide,102,ST018,2023-01-18,Medium,TRUE,718.54
DLY00367,SCH00145,Congestion,286,ST043,2023-01-05,High,FALSE,0
DLY00368,SCH00862,Power Failure,121,ST042,2023-12-30,Medium,TRUE,347.91
DLY00369,SCH00728,Technical Fault,89,ST029,2023-03-28,Critical,FALSE,0
DLY00370,SCH00463,Signal Failure,34,ST014,2023-11-08,Medium,TRUE,603.26
DLY00371,SCH00884,Flood/Landslide,294,ST073,2024-11-24,Critical,FALSE,0
DLY00372,SCH00592,Congestion,296,ST041,2024-03-31,Low,FALSE,0
DLY00373,SCH00835,Technical Fault,256,ST028,2023-12-09,Low,TRUE,337.64
DLY00374,SCH00470,Freight Priority,31,ST043,2023-05-10,High,FALSE,0
DLY00375,SCH00057,Flood/Landslide,171,ST075,2023-01-04,High,FALSE,0
DLY00376,SCH00436,Station Overcrowding,178,ST067,2024-10-14,Medium,TRUE,612.11
DLY00377,SCH00582,Congestion,17,ST037,2024-09-13,Low,TRUE,567.31
DLY00378,SCH00764,Technical Fault,183,ST064,2024-12-22,Medium,TRUE,309.16
DLY00379,SCH00778,Signal Failure,39,ST016,2024-08-05,Critical,FALSE,0
DLY00380,SCH00380,Congestion,218,ST061,2024-02-07,Critical,FALSE,0
DLY00381,SCH00002,Power Failure,234,ST057,2023-01-12,Medium,TRUE,1138.56
DLY00382,SCH00503,Station Overcrowding,293,ST020,2024-10-08,Low,FALSE,0
DLY00383,SCH00006,Technical Fault,236,ST032,2023-08-05,Medium,TRUE,1768.28
DLY00384,SCH00099,Congestion,183,ST074,2023-03-19,Medium,TRUE,761.05
DLY00385,SCH00975,Flood/Landslide,109,ST014,2024-09-16,High,TRUE,185.46
DLY00386,SCH00668,Track Maintenance,192,ST025,2024-07-24,Low,FALSE,0
DLY00387,SCH00748,Freight Priority,174,ST046,2024-12-18,High,FALSE,0
DLY00388,SCH00896,Signal Failure,118,ST069,2024-03-23,Low,FALSE,0
DLY00389,SCH00772,Track Maintenance,8,ST053,2023-11-27,Low,TRUE,1056.56
DLY00390,SCH00555,Flood/Landslide,201,ST004,2023-07-27,Medium,FALSE,0
DLY00391,SCH00508,Technical Fault,234,ST034,2024-03-12,Medium,FALSE,0
DLY00392,SCH00609,Congestion,135,ST023,2023-03-18,Critical,FALSE,0
DLY00393,SCH00603,Power Failure,31,ST030,2024-01-30,Medium,FALSE,0
DLY00394,SCH00271,Track Maintenance,113,ST055,2023-12-21,High,FALSE,0
DLY00395,SCH00727,Power Failure,51,ST015,2024-12-25,Medium,FALSE,0
DLY00396,SCH00700,Freight Priority,34,ST028,2023-12-03,Low,FALSE,0
DLY00397,SCH00633,Station Overcrowding,166,ST068,2023-09-12,High,FALSE,0
DLY00398,SCH00493,Freight Priority,234,ST027,2024-05-23,Medium,TRUE,1207.98
DLY00399,SCH00076,Signal Failure,241,ST035,2023-03-06,High,TRUE,1684.32
DLY00400,SCH00813,Power Failure,248,ST061,2023-03-22,Low,TRUE,401.72
DLY00401,SCH00031,Power Failure,93,ST042,2024-08-23,Medium,TRUE,1380.18
DLY00402,SCH00855,Weather,291,ST056,2023-06-05,Low,TRUE,192.42
DLY00403,SCH00257,Track Maintenance,227,ST001,2024-09-01,Critical,FALSE,0
DLY00404,SCH00548,Signal Failure,240,ST056,2023-02-23,Critical,FALSE,0
DLY00405,SCH00685,Station Overcrowding,25,ST015,2024-07-26,Medium,FALSE,0
DLY00406,SCH00700,Technical Fault,96,ST061,2023-02-10,Low,FALSE,0
DLY00407,SCH00707,Station Overcrowding,52,ST017,2023-10-31,High,FALSE,0
DLY00408,SCH00027,Track Maintenance,167,ST057,2024-08-13,Critical,FALSE,0
DLY00409,SCH00729,Station Overcrowding,272,ST038,2024-09-15,Medium,TRUE,1257.92
DLY00410,SCH00644,Track Maintenance,205,ST069,2023-07-05,Medium,TRUE,1326.79
DLY00411,SCH00774,Station Overcrowding,258,ST024,2023-12-10,Medium,TRUE,1785.79
DLY00412,SCH00736,Technical Fault,112,ST051,2023-04-12,Low,TRUE,185.96
DLY00413,SCH00994,Congestion,219,ST056,2023-02-18,Medium,TRUE,570.62
DLY00414,SCH00417,Freight Priority,248,ST027,2024-07-30,Medium,FALSE,0
DLY00415,SCH00377,Accident,29,ST069,2024-11-30,Medium,FALSE,0
DLY00416,SCH00685,Flood/Landslide,297,ST039,2024-09-09,Medium,TRUE,911.51
DLY00417,SCH00361,Accident,62,ST020,2024-05-03,Medium,FALSE,0
DLY00418,SCH00024,Signal Failure,246,ST012,2024-12-27,Medium,TRUE,1452.45
DLY00419,SCH00982,Accident,255,ST060,2024-05-28,Low,TRUE,1923.44
DLY00420,SCH00557,Signal Failure,39,ST018,2023-07-04,High,TRUE,338.5
DLY00421,SCH00989,Station Overcrowding,43,ST068,2024-01-14,Low,FALSE,0
DLY00422,SCH00446,Technical Fault,142,ST068,2024-12-29,High,TRUE,711.29
DLY00423,SCH00492,Track Maintenance,88,ST032,2023-08-12,High,FALSE,0
DLY00424,SCH00954,Station Overcrowding,77,ST006,2024-04-25,Medium,FALSE,0
DLY00425,SCH00299,Weather,154,ST062,2023-11-07,Medium,FALSE,0
DLY00426,SCH00358,Technical Fault,56,ST024,2023-09-16,Low,TRUE,1239.15
DLY00427,SCH00785,Freight Priority,60,ST041,2023-05-07,High,FALSE,0
DLY00428,SCH00932,Station Overcrowding,85,ST012,2023-12-21,Medium,TRUE,702.25
DLY00429,SCH00820,Station Overcrowding,260,ST046,2024-09-19,Medium,TRUE,1154.94
DLY00430,SCH00305,Technical Fault,273,ST018,2023-03-09,Medium,FALSE,0
DLY00431,SCH00839,Power Failure,162,ST016,2023-08-06,Low,FALSE,0
DLY00432,SCH00345,Congestion,147,ST055,2023-11-03,Low,FALSE,0
DLY00433,SCH00678,Congestion,88,ST072,2023-12-16,High,TRUE,1338.14
DLY00434,SCH00961,Congestion,112,ST043,2023-07-04,High,FALSE,0
DLY00435,SCH00440,Congestion,298,ST010,2023-04-13,Medium,FALSE,0
DLY00436,SCH00830,Accident,273,ST050,2023-12-21,Critical,FALSE,0
DLY00437,SCH00885,Flood/Landslide,148,ST008,2023-07-17,Low,FALSE,0
DLY00438,SCH00459,Weather,212,ST005,2024-04-28,Critical,FALSE,0
DLY00439,SCH00707,Weather,7,ST039,2023-03-20,Medium,TRUE,1850.28
DLY00440,SCH00086,Station Overcrowding,118,ST035,2023-09-04,Medium,TRUE,1658.44
DLY00441,SCH00653,Station Overcrowding,43,ST010,2024-01-17,High,FALSE,0
DLY00442,SCH00373,Signal Failure,36,ST044,2024-06-30,High,TRUE,1431.6
DLY00443,SCH00884,Signal Failure,136,ST022,2023-01-17,High,TRUE,482.76
DLY00444,SCH00787,Station Overcrowding,256,ST047,2024-08-14,Low,FALSE,0
DLY00445,SCH00301,Congestion,123,ST022,2024-09-26,Medium,FALSE,0
DLY00446,SCH00352,Station Overcrowding,273,ST030,2023-11-21,Medium,TRUE,1561.65
DLY00447,SCH00967,Weather,68,ST002,2023-12-04,Medium,FALSE,0
DLY00448,SCH00298,Technical Fault,6,ST009,2024-12-30,High,FALSE,0
DLY00449,SCH00966,Track Maintenance,252,ST075,2024-07-14,Critical,FALSE,0
DLY00450,SCH00988,Flood/Landslide,233,ST031,2024-02-28,Medium,FALSE,0
DLY00451,SCH00359,Signal Failure,143,ST002,2023-04-16,Critical,FALSE,0
DLY00452,SCH00811,Power Failure,182,ST073,2023-02-23,High,FALSE,0
DLY00453,SCH00674,Technical Fault,214,ST033,2024-09-24,Medium,FALSE,0
DLY00454,SCH00349,Weather,92,ST011,2024-05-01,Medium,TRUE,1343.66
DLY00455,SCH00700,Signal Failure,49,ST057,2023-10-10,Low,TRUE,474.61
DLY00456,SCH00165,Station Overcrowding,62,ST002,2024-02-11,Medium,FALSE,0
DLY00457,SCH00192,Track Maintenance,52,ST075,2024-04-29,Medium,TRUE,248.48
DLY00458,SCH00925,Track Maintenance,255,ST013,2024-06-16,Medium,FALSE,0
DLY00459,SCH00428,Power Failure,183,ST067,2024-07-26,High,TRUE,1237.63
DLY00460,SCH00809,Power Failure,210,ST063,2024-04-04,Low,TRUE,444.81
DLY00461,SCH00657,Station Overcrowding,87,ST063,2023-06-12,Medium,TRUE,1510.9
DLY00462,SCH00219,Weather,77,ST014,2024-04-08,Critical,TRUE,1453.91
DLY00463,SCH00078,Weather,153,ST024,2023-08-08,Medium,TRUE,411.06
DLY00464,SCH00850,Station Overcrowding,258,ST010,2023-07-01,Low,TRUE,1303.91
DLY00465,SCH00482,Weather,182,ST020,2023-09-26,Medium,TRUE,1685.69
DLY00466,SCH00168,Congestion,229,ST075,2024-04-07,Medium,FALSE,0
DLY00467,SCH00001,Technical Fault,246,ST033,2023-03-22,Medium,FALSE,0
DLY00468,SCH00812,Station Overcrowding,6,ST057,2024-07-26,Critical,TRUE,1921.35
DLY00469,SCH00465,Accident,160,ST049,2024-09-30,Medium,TRUE,1701.67
DLY00470,SCH00273,Station Overcrowding,56,ST040,2023-09-23,High,FALSE,0
DLY00471,SCH00826,Accident,260,ST020,2023-04-13,Medium,FALSE,0
DLY00472,SCH00039,Accident,85,ST069,2024-09-08,Medium,TRUE,881.26
DLY00473,SCH00150,Flood/Landslide,250,ST008,2023-05-15,Medium,TRUE,742.73
DLY00474,SCH00977,Freight Priority,36,ST069,2024-01-09,Medium,FALSE,0
DLY00475,SCH00637,Power Failure,19,ST014,2024-06-04,High,FALSE,0
DLY00476,SCH00255,Flood/Landslide,32,ST066,2023-03-15,Medium,TRUE,1912.49
DLY00477,SCH00570,Congestion,143,ST010,2023-03-20,Low,FALSE,0
DLY00478,SCH00807,Flood/Landslide,135,ST027,2024-08-07,Medium,TRUE,107.06
DLY00479,SCH00118,Freight Priority,147,ST006,2024-08-26,Low,TRUE,1248.92
DLY00480,SCH00017,Track Maintenance,122,ST028,2023-09-22,Critical,FALSE,0
DLY00481,SCH00875,Signal Failure,206,ST008,2024-07-29,High,TRUE,987.76
DLY00482,SCH00751,Station Overcrowding,258,ST061,2024-04-23,Medium,FALSE,0
DLY00483,SCH00940,Freight Priority,68,ST006,2024-04-21,Medium,FALSE,0
DLY00484,SCH00755,Accident,106,ST063,2023-03-18,Medium,TRUE,1159.88
DLY00485,SCH00765,Station Overcrowding,133,ST046,2023-01-31,Low,FALSE,0
DLY00486,SCH00396,Signal Failure,182,ST001,2023-06-02,Critical,FALSE,0
DLY00487,SCH00178,Technical Fault,128,ST044,2024-09-29,Critical,FALSE,0
DLY00488,SCH00035,Congestion,120,ST039,2024-02-21,Medium,FALSE,0
DLY00489,SCH00364,Weather,232,ST045,2024-11-11,Medium,FALSE,0
DLY00490,SCH00443,Station Overcrowding,84,ST010,2024-09-07,High,FALSE,0
DLY00491,SCH00414,Weather,150,ST002,2023-08-04,High,FALSE,0
DLY00492,SCH00799,Station Overcrowding,12,ST016,2024-09-18,Low,FALSE,0
DLY00493,SCH00304,Technical Fault,250,ST027,2023-10-10,High,FALSE,0
DLY00494,SCH00222,Technical Fault,16,ST063,2023-11-20,Critical,TRUE,908.33
DLY00495,SCH00135,Station Overcrowding,192,ST020,2024-03-21,Low,FALSE,0
DLY00496,SCH00747,Power Failure,266,ST069,2023-01-05,Low,FALSE,0
DLY00497,SCH00580,Technical Fault,40,ST023,2024-10-08,Medium,FALSE,0
DLY00498,SCH00259,Weather,262,ST014,2024-01-17,High,FALSE,0
DLY00499,SCH00464,Freight Priority,294,ST017,2024-04-08,Low,TRUE,235.21
DLY00500,SCH00441,Flood/Landslide,296,ST069,2023-08-09,Medium,FALSE,0
DLY00501,SCH00827,Weather,130,ST024,2024-10-05,Critical,FALSE,0
DLY00502,SCH00741,Weather,267,ST012,2023-07-04,High,TRUE,1121.79
DLY00503,SCH00780,Station Overcrowding,265,ST065,2023-11-03,Medium,TRUE,657.64
DLY00504,SCH00468,Weather,194,ST019,2024-10-28,Low,TRUE,916.94
DLY00505,SCH00367,Technical Fault,81,ST008,2024-08-03,High,FALSE,0
DLY00506,SCH00485,Freight Priority,200,ST028,2024-05-10,High,TRUE,1713.14
DLY00507,SCH00907,Technical Fault,92,ST044,2024-05-15,Low,FALSE,0
DLY00508,SCH00744,Weather,51,ST038,2024-01-22,Medium,FALSE,0
DLY00509,SCH00901,Congestion,137,ST033,2024-04-20,Low,FALSE,0
DLY00510,SCH00649,Freight Priority,151,ST072,2023-03-21,Medium,TRUE,1886.47
DLY00511,SCH00494,Congestion,133,ST001,2024-07-17,Low,TRUE,103.08
DLY00512,SCH00437,Signal Failure,6,ST028,2023-05-08,Medium,FALSE,0
DLY00513,SCH00886,Congestion,247,ST071,2023-01-29,Medium,FALSE,0
DLY00514,SCH00329,Flood/Landslide,299,ST070,2024-09-30,Medium,FALSE,0
DLY00515,SCH00528,Congestion,124,ST039,2024-02-07,Medium,TRUE,338.71
DLY00516,SCH00582,Congestion,66,ST007,2024-01-13,Medium,FALSE,0
DLY00517,SCH00675,Power Failure,102,ST036,2023-08-08,Low,FALSE,0
DLY00518,SCH00889,Station Overcrowding,296,ST054,2024-09-30,High,TRUE,1274.78
DLY00519,SCH00853,Signal Failure,32,ST026,2023-03-23,High,FALSE,0
DLY00520,SCH00833,Weather,231,ST060,2023-10-18,High,FALSE,0
DLY00521,SCH00071,Power Failure,80,ST035,2023-10-08,Low,TRUE,924.61
DLY00522,SCH00145,Weather,54,ST072,2024-07-11,Critical,FALSE,0
DLY00523,SCH00420,Track Maintenance,256,ST007,2023-12-30,High,FALSE,0
DLY00524,SCH00982,Track Maintenance,89,ST043,2024-08-16,Medium,FALSE,0
DLY00525,SCH00710,Flood/Landslide,260,ST069,2023-07-21,Medium,FALSE,0
DLY00526,SCH00560,Freight Priority,180,ST057,2024-08-07,Low,FALSE,0
DLY00527,SCH00068,Congestion,225,ST028,2024-01-08,Low,FALSE,0
DLY00528,SCH00193,Station Overcrowding,102,ST074,2023-10-07,Low,FALSE,0
DLY00529,SCH00882,Accident,96,ST034,2023-02-19,High,FALSE,0
DLY00530,SCH00267,Station Overcrowding,234,ST048,2023-08-16,Critical,FALSE,0
DLY00531,SCH00537,Technical Fault,80,ST044,2023-04-20,Critical,TRUE,697.95
DLY00532,SCH00077,Station Overcrowding,161,ST041,2024-05-28,High,FALSE,0
DLY00533,SCH00122,Signal Failure,251,ST065,2023-12-13,Medium,TRUE,987.61
DLY00534,SCH00709,Technical Fault,266,ST049,2023-07-03,Medium,TRUE,1150.71
DLY00535,SCH00129,Track Maintenance,290,ST066,2023-02-02,Medium,TRUE,620.05
DLY00536,SCH00337,Station Overcrowding,252,ST002,2023-04-02,High,FALSE,0
DLY00537,SCH00406,Signal Failure,279,ST008,2024-02-28,Medium,FALSE,0
DLY00538,SCH00902,Station Overcrowding,43,ST028,2024-03-26,Medium,FALSE,0
DLY00539,SCH00017,Weather,266,ST035,2024-11-13,Low,TRUE,443.08
DLY00540,SCH00082,Track Maintenance,108,ST063,2024-06-23,Low,FALSE,0
DLY00541,SCH00340,Technical Fault,33,ST047,2024-03-17,Critical,TRUE,1631.55
DLY00542,SCH00487,Technical Fault,145,ST021,2023-08-25,Medium,FALSE,0
DLY00543,SCH00617,Weather,82,ST037,2023-03-13,Medium,FALSE,0
DLY00544,SCH00636,Congestion,282,ST067,2023-11-28,High,TRUE,890.04
DLY00545,SCH00660,Signal Failure,142,ST049,2024-11-13,Medium,TRUE,1724.49
DLY00546,SCH00109,Track Maintenance,286,ST020,2024-07-12,Medium,FALSE,0
DLY00547,SCH00383,Freight Priority,259,ST012,2023-01-10,Low,TRUE,409.51
DLY00548,SCH00673,Flood/Landslide,289,ST042,2023-05-13,Low,TRUE,367.52
DLY00549,SCH00983,Flood/Landslide,242,ST074,2023-12-31,High,FALSE,0
DLY00550,SCH00682,Signal Failure,57,ST073,2024-08-18,High,FALSE,0
DLY00551,SCH00169,Accident,135,ST064,2023-08-15,Low,TRUE,1456.59
DLY00552,SCH01000,Accident,294,ST043,2023-04-09,Medium,TRUE,1483.69
DLY00553,SCH00125,Accident,273,ST036,2024-11-11,High,TRUE,287.78
DLY00554,SCH00006,Flood/Landslide,35,ST074,2024-06-27,Medium,FALSE,0
DLY00555,SCH00788,Accident,160,ST031,2023-04-01,Medium,FALSE,0
DLY00556,SCH00110,Station Overcrowding,174,ST014,2023-03-10,High,FALSE,0
DLY00557,SCH00773,Track Maintenance,38,ST017,2023-12-11,Medium,TRUE,1305.14
DLY00558,SCH00972,Track Maintenance,100,ST058,2023-02-04,Low,TRUE,1385.8
DLY00559,SCH00815,Track Maintenance,197,ST024,2024-03-17,High,TRUE,104.9
DLY00560,SCH00991,Station Overcrowding,187,ST046,2023-10-31,Low,FALSE,0
DLY00561,SCH00959,Accident,110,ST026,2023-10-02,Medium,TRUE,1593.91
DLY00562,SCH00320,Technical Fault,15,ST018,2023-03-19,Medium,TRUE,1214.1
DLY00563,SCH00869,Station Overcrowding,160,ST028,2024-11-20,Medium,FALSE,0
DLY00564,SCH00396,Flood/Landslide,239,ST042,2023-05-05,Low,TRUE,1082.32
DLY00565,SCH00966,Accident,163,ST039,2023-03-30,Medium,FALSE,0
DLY00566,SCH00502,Congestion,143,ST075,2023-09-18,High,FALSE,0
DLY00567,SCH00747,Power Failure,131,ST048,2023-12-18,Low,FALSE,0
DLY00568,SCH00913,Congestion,52,ST041,2023-12-12,Low,TRUE,1588.7
DLY00569,SCH00760,Track Maintenance,273,ST046,2024-04-15,Medium,TRUE,1448.76
DLY00570,SCH00854,Power Failure,247,ST042,2023-02-04,Medium,TRUE,1276.86
DLY00571,SCH00270,Track Maintenance,46,ST022,2024-10-09,High,FALSE,0
DLY00572,SCH00468,Freight Priority,41,ST055,2023-06-03,Medium,FALSE,0
DLY00573,SCH00499,Track Maintenance,160,ST058,2023-03-07,Low,FALSE,0
DLY00574,SCH00247,Technical Fault,32,ST010,2023-05-31,Low,TRUE,1637.95
DLY00575,SCH00273,Weather,15,ST016,2023-10-07,Medium,TRUE,816.49
DLY00576,SCH00089,Flood/Landslide,256,ST022,2024-11-04,Medium,FALSE,0
DLY00577,SCH00134,Weather,236,ST048,2023-02-21,Medium,TRUE,972.74
DLY00578,SCH00509,Freight Priority,30,ST022,2023-10-22,Medium,FALSE,0
DLY00579,SCH00586,Technical Fault,282,ST021,2024-10-21,Critical,FALSE,0
DLY00580,SCH00887,Congestion,124,ST010,2024-05-24,Critical,TRUE,1704.27
DLY00581,SCH00384,Freight Priority,116,ST026,2023-07-18,High,TRUE,126.68
DLY00582,SCH00272,Signal Failure,21,ST042,2023-04-02,Medium,TRUE,1009.94
DLY00583,SCH00793,Accident,243,ST074,2023-08-04,Low,TRUE,236.3
DLY00584,SCH00838,Technical Fault,17,ST027,2023-01-07,Medium,TRUE,627.22
DLY00585,SCH00256,Weather,17,ST067,2024-08-06,Low,TRUE,733.62
DLY00586,SCH00886,Accident,274,ST020,2024-10-26,Low,TRUE,928.61
DLY00587,SCH00793,Accident,196,ST055,2024-11-28,High,TRUE,777.62
DLY00588,SCH00639,Congestion,18,ST060,2024-11-20,Low,FALSE,0
DLY00589,SCH00006,Weather,252,ST058,2023-04-30,High,FALSE,0
DLY00590,SCH00473,Freight Priority,242,ST044,2024-09-29,Medium,TRUE,1775.34
DLY00591,SCH00698,Accident,107,ST063,2024-09-07,Medium,FALSE,0
DLY00592,SCH00769,Flood/Landslide,51,ST042,2024-04-09,High,FALSE,0
DLY00593,SCH00851,Signal Failure,126,ST021,2024-02-17,High,TRUE,325.48
DLY00594,SCH00974,Signal Failure,267,ST024,2024-10-29,Medium,FALSE,0
DLY00595,SCH00104,Weather,200,ST058,2023-04-28,Medium,TRUE,884.56
DLY00596,SCH00004,Weather,65,ST008,2024-05-13,High,FALSE,0
DLY00597,SCH00904,Accident,155,ST069,2024-02-02,High,FALSE,0
DLY00598,SCH00213,Station Overcrowding,47,ST025,2023-06-30,Critical,TRUE,188.47
DLY00599,SCH00846,Flood/Landslide,188,ST002,2023-02-23,Medium,FALSE,0
DLY00600,SCH00278,Weather,190,ST054,2024-02-07,Medium,FALSE,0
DLY00601,SCH00238,Freight Priority,24,ST039,2024-11-24,High,TRUE,1276.04
DLY00602,SCH00436,Technical Fault,64,ST019,2023-11-10,Low,FALSE,0
DLY00603,SCH00650,Station Overcrowding,35,ST037,2024-04-04,Low,FALSE,0
DLY00604,SCH00268,Track Maintenance,161,ST055,2023-09-04,Critical,TRUE,1366.74
DLY00605,SCH00519,Signal Failure,297,ST063,2024-05-07,Low,TRUE,1576.72
DLY00606,SCH00793,Technical Fault,172,ST037,2023-08-21,Critical,TRUE,1179.06
DLY00607,SCH00418,Technical Fault,64,ST004,2024-03-10,Low,FALSE,0
DLY00608,SCH00998,Track Maintenance,262,ST041,2024-12-11,Medium,TRUE,1763.9
DLY00609,SCH00717,Technical Fault,55,ST001,2024-11-21,Low,FALSE,0
DLY00610,SCH00593,Freight Priority,170,ST066,2023-11-27,Low,FALSE,0
DLY00611,SCH00153,Flood/Landslide,32,ST052,2023-06-29,Medium,TRUE,514.63
DLY00612,SCH00726,Weather,184,ST031,2024-04-29,Medium,FALSE,0
DLY00613,SCH00945,Congestion,171,ST012,2023-05-11,Low,FALSE,0
DLY00614,SCH00099,Station Overcrowding,288,ST008,2023-12-27,High,FALSE,0
DLY00615,SCH00753,Congestion,40,ST001,2024-09-10,Medium,TRUE,1997.82
DLY00616,SCH00009,Technical Fault,208,ST014,2023-09-12,Medium,TRUE,1223.24
DLY00617,SCH00411,Station Overcrowding,110,ST067,2023-06-22,Critical,TRUE,1346.22
DLY00618,SCH00219,Accident,283,ST059,2024-03-16,Low,FALSE,0
DLY00619,SCH00605,Technical Fault,243,ST028,2024-09-25,Medium,TRUE,496.36
DLY00620,SCH00719,Station Overcrowding,201,ST037,2023-06-16,Medium,FALSE,0
DLY00621,SCH00301,Freight Priority,80,ST067,2024-12-25,Medium,TRUE,1330.09
DLY00622,SCH00670,Accident,232,ST049,2023-10-12,Medium,FALSE,0
DLY00623,SCH00833,Freight Priority,251,ST054,2023-01-21,High,FALSE,0
DLY00624,SCH00890,Accident,9,ST031,2023-12-13,High,TRUE,1292.49
DLY00625,SCH00294,Flood/Landslide,115,ST015,2023-05-01,High,FALSE,0
DLY00626,SCH00036,Freight Priority,131,ST036,2023-02-09,Medium,FALSE,0
DLY00627,SCH00146,Weather,26,ST039,2024-04-26,Low,FALSE,0
DLY00628,SCH00782,Flood/Landslide,298,ST062,2023-11-29,Critical,FALSE,0
DLY00629,SCH00831,Freight Priority,96,ST045,2023-02-22,Low,FALSE,0
DLY00630,SCH00059,Congestion,252,ST064,2024-11-09,Critical,TRUE,1500.04
DLY00631,SCH00590,Power Failure,277,ST012,2024-03-27,Low,TRUE,1854.24
DLY00632,SCH00822,Signal Failure,60,ST056,2024-07-03,Low,TRUE,499.81
DLY00633,SCH00239,Power Failure,255,ST005,2024-12-26,Low,FALSE,0
DLY00634,SCH00077,Station Overcrowding,40,ST052,2024-04-16,High,TRUE,191.29
DLY00635,SCH00450,Station Overcrowding,189,ST016,2024-10-30,Medium,FALSE,0
DLY00636,SCH00370,Congestion,98,ST025,2023-01-27,Medium,TRUE,574.36
DLY00637,SCH00690,Power Failure,77,ST061,2023-03-17,Medium,FALSE,0
DLY00638,SCH00499,Freight Priority,111,ST018,2023-12-05,High,TRUE,1803.94
DLY00639,SCH00219,Accident,286,ST016,2024-01-28,Medium,FALSE,0
DLY00640,SCH00161,Technical Fault,267,ST043,2023-04-20,Medium,FALSE,0
DLY00641,SCH00693,Congestion,47,ST041,2024-01-19,Medium,FALSE,0
DLY00642,SCH00921,Freight Priority,163,ST074,2023-05-19,Low,TRUE,199.81
